doc_id,rank,keyword,tfidf_score
15_9_19_B_1997_12_02.pdf,6,lpm full,0.151989
15_9_19_B_1997_12_02.pdf,7,sidetrack,0.151989
15_9_19_B_1997_12_02.pdf,8,normal,0.150036
15_9_19_B_1997_12_02.pdf,9,sidetrack plug,0.142172
15_9_19_B_1997_12_02.pdf,10,stinger,0.139127
15_9_19_B_1997_12_02.pdf,11,losses,0.136778
15_9_19_B_1997_12_02.pdf,12,rih cement,0.134625
15_9_19_B_1997_12_02.pdf,13,cement stinger,0.133747
15_9_19_B_1997_12_02.pdf,14,drag,0.13285
15_9_19_B_1997_12_02.pdf,15,passed,0.127138
15_9_19_B_1997_12_03.pdf,1,full returns,0.190285
15_9_19_B_1997_12_03.pdf,2,rih steerable,0.190084
15_9_19_B_1997_12_03.pdf,3,lpm full,0.180981
15_9_19_B_1997_12_03.pdf,4,staging,0.168797
15_9_19_B_1997_12_03.pdf,5,steerable,0.167354
15_9_19_B_1997_12_03.pdf,6,resistance,0.163658
15_9_19_B_1997_12_03.pdf,7,filled broke,0.157604
15_9_19_B_1997_12_03.pdf,8,lpm losses,0.152065
15_9_19_B_1997_12_03.pdf,9,full,0.140224
15_9_19_B_1997_12_03.pdf,10,steerable bha,0.138471
15_9_19_B_1997_12_03.pdf,11,day,0.134216
15_9_19_B_1997_12_03.pdf,12,pumps lpm,0.131004
15_9_19_B_1997_12_03.pdf,13,losses,0.129808
15_9_19_B_1997_12_03.pdf,14,returns,0.123546
15_9_19_B_1997_12_03.pdf,15,mud weight,0.119337
15_9_19_B_1997_12_04.pdf,1,sidetrack,0.172297
15_9_19_B_1997_12_04.pdf,2,losing mud,0.160022
15_9_19_B_1997_12_04.pdf,3,losing,0.153275
15_9_19_B_1997_12_04.pdf,4,losses lpm,0.136781
15_9_19_B_1997_12_04.pdf,5,sidetrack plug,0.136781
15_9_19_B_1997_12_04.pdf,6,cmt stinger,0.136047
15_9_19_B_1997_12_04.pdf,7,rih broke,0.12928
15_9_19_B_1997_12_04.pdf,8,cmt stand,0.128597
15_9_19_B_1997_12_04.pdf,9,coming,0.117812
15_9_19_B_1997_12_04.pdf,10,cmt,0.115984
15_9_19_B_1997_12_04.pdf,11,broke circ,0.115109
15_9_19_B_1997_12_04.pdf,12,tih,0.113055
15_9_19_B_1997_12_04.pdf,13,completed pooh,0.106303
15_9_19_B_1997_12_04.pdf,14,mud lpm,0.103387
15_9_19_B_1997_12_04.pdf,15,circ,0.103284
15_9_19_B_1997_12_05.pdf,1,sidetrack,0.184758
15_9_19_B_1997_12_05.pdf,2,tested motor,0.164213
15_9_19_B_1997_12_05.pdf,3,pooh cmt,0.157925
15_9_19_B_1997_12_05.pdf,4,tih,0.156741
15_9_19_B_1997_12_05.pdf,5,tried,0.155239
15_9_19_B_1997_12_05.pdf,6,cmt stinger,0.152787
15_9_19_B_1997_12_05.pdf,7,motor mwd,0.152787
15_9_19_B_1997_12_05.pdf,8,plugged,0.149657
15_9_19_B_1997_12_05.pdf,9,bit motor,0.144416
15_9_19_B_1997_12_05.pdf,10,motor,0.1421
15_9_19_B_1997_12_05.pdf,11,cmt,0.139785
15_9_19_B_1997_12_05.pdf,12,drillstring,0.126042
15_9_19_B_1997_12_05.pdf,13,stinger,0.125332
15_9_19_B_1997_12_05.pdf,14,sidetrack plug,0.119184
15_9_19_B_1997_12_05.pdf,15,non,0.119184
15_9_19_B_1997_12_06.pdf,1,sidetrack,0.379093
15_9_19_B_1997_12_06.pdf,2,sidetrack plug,0.318592
15_9_19_B_1997_12_06.pdf,3,wash ream,0.298883
15_9_19_B_1997_12_06.pdf,4,drilled cmt,0.256225
15_9_19_B_1997_12_06.pdf,5,ream,0.24798
15_9_19_B_1997_12_06.pdf,6,continued wash,0.198005
15_9_19_B_1997_12_06.pdf,7,continued tih,0.191046
15_9_19_B_1997_12_06.pdf,8,located,0.175949
15_9_19_B_1997_12_06.pdf,9,broke circ,0.173967
15_9_19_B_1997_12_06.pdf,10,bha broke,0.172092
15_9_19_B_1997_12_06.pdf,11,because,0.172092
15_9_19_B_1997_12_06.pdf,12,tagged top,0.170313
15_9_19_B_1997_12_06.pdf,13,obstruction,0.159905
15_9_19_B_1997_12_06.pdf,14,wash,0.159455
15_9_19_B_1997_12_06.pdf,15,tih,0.156251
15_9_19_ST2_1992_12_19.pdf,1,surveyed steered,0.394577
15_9_19_ST2_1992_12_19.pdf,2,drilled drilled,0.388752
15_9_19_ST2_1992_12_19.pdf,3,steered,0.357402
15_9_19_ST2_1992_12_19.pdf,4,drilled surveyed,0.353851
15_9_19_ST2_1992_12_19.pdf,5,surveyed,0.350465
15_9_19_ST2_1992_12_19.pdf,6,right,0.3088
15_9_19_ST2_1992_12_19.pdf,7,deg,0.300021
15_9_19_ST2_1992_12_19.pdf,8,drilled,0.236005
15_9_19_ST2_1992_12_19.pdf,9,increased,0.22288
15_9_19_ST2_1992_12_19.pdf,10,while,0.163293
15_9_19_ST2_1992_12_20.pdf,1,steered,0.218632
15_9_19_ST2_1992_12_20.pdf,2,surveyed steered,0.206317
15_9_19_ST2_1992_12_20.pdf,3,drilled surveyed,0.202324
15_9_19_ST2_1992_12_20.pdf,4,amount cuttings,0.200451
15_9_19_ST2_1992_12_20.pdf,5,surveyed,0.200388
15_9_19_ST2_1992_12_20.pdf,6,cuttings over,0.197826
15_9_19_ST2_1992_12_20.pdf,7,toolface,0.188831
15_9_19_ST2_1992_12_20.pdf,8,backreamed,0.183516
15_9_19_ST2_1992_12_20.pdf,9,amount,0.179941
15_9_19_ST2_1992_12_20.pdf,10,over shakers,0.17274
15_9_19_ST2_1992_12_20.pdf,11,toolface deg,0.170026
15_9_19_ST2_1992_12_20.pdf,12,degrees right,0.170026
15_9_19_ST2_1992_12_20.pdf,13,right,0.161466
15_9_19_ST2_1992_12_20.pdf,14,cont surveying,0.160941
15_9_19_ST2_1992_12_20.pdf,15,surveying steered,0.160941
15_9_19_ST2_1992_12_21.pdf,1,mud motor,0.26511
15_9_19_ST2_1992_12_21.pdf,2,mwd tool,0.202626
15_9_19_ST2_1992_12_21.pdf,3,reamed drilled,0.195824
15_9_19_ST2_1992_12_21.pdf,4,motor,0.189414
15_9_19_ST2_1992_12_21.pdf,5,new mwd,0.169209
15_9_19_ST2_1992_12_21.pdf,6,blockage,0.164944
15_9_19_ST2_1992_12_21.pdf,7,continued making,0.161249
15_9_19_ST2_1992_12_21.pdf,8,down mwd,0.161249
15_9_19_ST2_1992_12_21.pdf,9,tool face,0.161249
15_9_19_ST2_1992_12_21.pdf,10,picked new,0.15799
15_9_19_ST2_1992_12_21.pdf,11,same ran,0.152437
15_9_19_ST2_1992_12_21.pdf,12,mwd,0.152162
15_9_19_ST2_1992_12_21.pdf,13,surveyed steered,0.150029
15_9_19_ST2_1992_12_21.pdf,14,face,0.150029
15_9_19_ST2_1992_12_21.pdf,15,tool tested,0.145764
15_9_19_ST2_1992_12_22.pdf,1,direction degrees,0.403601
15_9_19_ST2_1992_12_22.pdf,2,degrees,0.337612
15_9_19_ST2_1992_12_22.pdf,3,direction,0.325168
15_9_19_ST2_1992_12_22.pdf,4,steered,0.314752
15_9_19_ST2_1992_12_22.pdf,5,surveying,0.296911
15_9_19_ST2_1992_12_22.pdf,6,degrees right,0.286367
15_9_19_ST2_1992_12_22.pdf,7,drilled surveyed,0.274057
15_9_19_ST2_1992_12_22.pdf,8,surveyed,0.271435
15_9_19_ST2_1992_12_22.pdf,9,surveying steered,0.271066
15_9_19_ST2_1992_12_22.pdf,10,surveyed steered,0.246556
15_9_19_ST2_1992_12_22.pdf,11,right,0.192957
15_9_19_ST2_1992_12_22.pdf,12,drilled,0.129692
15_9_19_ST2_1992_12_22.pdf,13,continued,0.075782
15_9_19_ST2_1992_12_22.pdf,14,continue,0.072887
15_9_19_ST2_1992_12_23.pdf,1,direction degrees,0.370028
15_9_19_ST2_1992_12_23.pdf,2,degrees right,0.370028
15_9_19_ST2_1992_12_23.pdf,3,degrees,0.309528
15_9_19_ST2_1992_12_23.pdf,4,direction,0.29812
15_9_19_ST2_1992_12_23.pdf,5,steered,0.28857
15_9_19_ST2_1992_12_23.pdf,6,back reamed,0.272213
15_9_19_ST2_1992_12_23.pdf,7,right,0.249329
15_9_19_ST2_1992_12_23.pdf,8,surveyed steered,0.226046
15_9_19_ST2_1992_12_23.pdf,9,circulated bottoms,0.215804
15_9_19_ST2_1992_12_23.pdf,10,drilled surveyed,0.202715
15_9_19_ST2_1992_12_23.pdf,11,surveyed,0.200776
15_9_19_ST2_1992_12_23.pdf,12,bottoms,0.191695
15_9_19_ST2_1992_12_23.pdf,13,reamed,0.158669
15_9_19_ST2_1992_12_23.pdf,14,drilled,0.135203
15_9_19_ST2_1992_12_23.pdf,15,shoe,0.135052
15_9_19_ST2_1992_12_24.pdf,1,direction degrees,0.296398
15_9_19_ST2_1992_12_24.pdf,2,degrees right,0.296398
15_9_19_ST2_1992_12_24.pdf,3,surveyed steered,0.255192
15_9_19_ST2_1992_12_24.pdf,4,drilled surveyed,0.250252
15_9_19_ST2_1992_12_24.pdf,5,degrees,0.247936
15_9_19_ST2_1992_12_24.pdf,6,surveyed,0.247858
15_9_19_ST2_1992_12_24.pdf,7,direction,0.238798
15_9_19_ST2_1992_12_24.pdf,8,steered,0.231149
15_9_19_ST2_1992_12_24.pdf,9,blower hose,0.204214
15_9_19_ST2_1992_12_24.pdf,10,blower,0.204214
15_9_19_ST2_1992_12_24.pdf,11,right,0.199716
15_9_19_ST2_1992_12_24.pdf,12,jumped,0.199066
15_9_19_ST2_1992_12_24.pdf,13,alarm,0.187155
15_9_19_ST2_1992_12_24.pdf,14,same ran,0.183972
15_9_19_ST2_1992_12_24.pdf,15,installed same,0.171459
15_9_19_ST2_1992_12_25.pdf,1,rotation circulation,0.235386
15_9_19_ST2_1992_12_25.pdf,2,packed off,0.221578
15_9_19_ST2_1992_12_25.pdf,3,full returns,0.215775
15_9_19_ST2_1992_12_25.pdf,4,packed,0.202062
15_9_19_ST2_1992_12_25.pdf,5,rotate,0.184783
15_9_19_ST2_1992_12_25.pdf,6,drilled surveyed,0.172726
15_9_19_ST2_1992_12_25.pdf,7,surveyed,0.171073
15_9_19_ST2_1992_12_25.pdf,8,returns,0.168574
15_9_19_ST2_1992_12_25.pdf,9,ran pumped,0.167014
15_9_19_ST2_1992_12_25.pdf,10,rate steps,0.167014
15_9_19_ST2_1992_12_25.pdf,11,established rotation,0.167014
15_9_19_ST2_1992_12_25.pdf,12,keeping,0.163638
15_9_19_ST2_1992_12_25.pdf,13,more than,0.163638
15_9_19_ST2_1992_12_25.pdf,14,lost returns,0.160618
15_9_19_ST2_1992_12_25.pdf,15,lcm pill,0.160055
15_9_19_ST2_1992_12_26.pdf,1,worked down,0.194554
15_9_19_ST2_1992_12_26.pdf,2,raised,0.184899
15_9_19_ST2_1992_12_26.pdf,3,circulation rate,0.178344
15_9_19_ST2_1992_12_26.pdf,4,full returns,0.178344
15_9_19_ST2_1992_12_26.pdf,5,pill circulated,0.17587
15_9_19_ST2_1992_12_26.pdf,6,rotation circulation,0.171099
15_9_19_ST2_1992_12_26.pdf,7,increasing,0.162333
15_9_19_ST2_1992_12_26.pdf,8,mudweight,0.156844
15_9_19_ST2_1992_12_26.pdf,9,vis pill,0.153026
15_9_19_ST2_1992_12_26.pdf,10,packed off,0.147289
15_9_19_ST2_1992_12_26.pdf,11,cuttings returns,0.141205
15_9_19_ST2_1992_12_26.pdf,12,followed vis,0.141205
15_9_19_ST2_1992_12_26.pdf,13,overpull worked,0.141205
15_9_19_ST2_1992_12_26.pdf,14,continued backreaming,0.141205
15_9_19_ST2_1992_12_26.pdf,15,tons,0.14082
15_9_19_ST2_1992_12_27.pdf,1,raised,0.339585
15_9_19_ST2_1992_12_27.pdf,2,cuttings returns,0.321441
15_9_19_ST2_1992_12_27.pdf,3,mudweight,0.288059
15_9_19_ST2_1992_12_27.pdf,4,circulated while,0.287368
15_9_19_ST2_1992_12_27.pdf,5,due tight,0.220342
15_9_19_ST2_1992_12_27.pdf,6,over shaker,0.208569
15_9_19_ST2_1992_12_27.pdf,7,recording,0.208569
15_9_19_ST2_1992_12_27.pdf,8,returns over,0.199775
15_9_19_ST2_1992_12_27.pdf,9,returns circulated,0.199775
15_9_19_ST2_1992_12_27.pdf,10,cuttings,0.19501
15_9_19_ST2_1992_12_27.pdf,11,backreamed,0.191268
15_9_19_ST2_1992_12_27.pdf,12,while working,0.186909
15_9_19_ST2_1992_12_27.pdf,13,stalled,0.175522
15_9_19_ST2_1992_12_27.pdf,14,returns,0.174391
15_9_19_ST2_1992_12_27.pdf,15,shaker,0.166945
15_9_19_ST2_1992_12_28.pdf,1,due tight,0.429775
15_9_19_ST2_1992_12_28.pdf,2,continued backreaming,0.293943
15_9_19_ST2_1992_12_28.pdf,3,backreaming,0.288049
15_9_19_ST2_1992_12_28.pdf,4,backreamed,0.268481
15_9_19_ST2_1992_12_28.pdf,5,tight,0.243161
15_9_19_ST2_1992_12_28.pdf,6,circulated bottoms,0.211879
15_9_19_ST2_1992_12_28.pdf,7,bottoms,0.188209
15_9_19_ST2_1992_12_28.pdf,8,worked,0.187916
15_9_19_ST2_1992_12_28.pdf,9,while working,0.186902
15_9_19_ST2_1992_12_28.pdf,10,amount cuttings,0.184309
15_9_19_ST2_1992_12_28.pdf,11,cuttings over,0.181895
15_9_19_ST2_1992_12_28.pdf,12,stalled,0.175516
15_9_19_ST2_1992_12_28.pdf,13,amount,0.16545
15_9_19_ST2_1992_12_28.pdf,14,over shakers,0.158829
15_9_19_ST2_1992_12_28.pdf,15,due,0.152221
15_9_19_ST2_1992_12_29.pdf,1,backreamed,0.329687
15_9_19_ST2_1992_12_29.pdf,2,continued backreaming,0.256107
15_9_19_ST2_1992_12_29.pdf,3,tight,0.25241
15_9_19_ST2_1992_12_29.pdf,4,sections,0.24531
15_9_19_ST2_1992_12_29.pdf,5,backreaming,0.22951
15_9_19_ST2_1992_12_29.pdf,6,worked tight,0.220589
15_9_19_ST2_1992_12_29.pdf,7,max torque,0.217984
15_9_19_ST2_1992_12_29.pdf,8,increasing,0.208905
15_9_19_ST2_1992_12_29.pdf,9,tight spots,0.201414
15_9_19_ST2_1992_12_29.pdf,10,spots,0.195037
15_9_19_ST2_1992_12_29.pdf,11,mud weight,0.185747
15_9_19_ST2_1992_12_29.pdf,12,max,0.177425
15_9_19_ST2_1992_12_29.pdf,13,mins,0.170783
15_9_19_ST2_1992_12_29.pdf,14,each,0.166764
15_9_19_ST2_1992_12_29.pdf,15,cuttings returns,0.151261
15_9_19_ST2_1992_12_30.pdf,1,backreamed,0.266676
15_9_19_ST2_1992_12_30.pdf,2,ester,0.236586
15_9_19_ST2_1992_12_30.pdf,3,max torque,0.228973
15_9_19_ST2_1992_12_30.pdf,4,pressure increase,0.21341
15_9_19_ST2_1992_12_30.pdf,5,new bha,0.201369
15_9_19_ST2_1992_12_30.pdf,6,down bottom,0.1866
15_9_19_ST2_1992_12_30.pdf,7,came down,0.173616
15_9_19_ST2_1992_12_30.pdf,8,amounts,0.173616
15_9_19_ST2_1992_12_30.pdf,9,comming,0.171053
15_9_19_ST2_1992_12_30.pdf,10,increase,0.169144
15_9_19_ST2_1992_12_30.pdf,11,while pulling,0.16868
15_9_19_ST2_1992_12_30.pdf,12,cuttings,0.163206
15_9_19_ST2_1992_12_30.pdf,13,large,0.160633
15_9_19_ST2_1992_12_30.pdf,14,circulated until,0.158901
15_9_19_ST2_1992_12_30.pdf,15,bottom assembly,0.157259
15_9_19_ST2_1992_12_31.pdf,1,reamed washed,0.256948
15_9_19_ST2_1992_12_31.pdf,2,past,0.245878
15_9_19_ST2_1992_12_31.pdf,3,spot,0.23262
15_9_19_ST2_1992_12_31.pdf,4,rih reamed,0.230264
15_9_19_ST2_1992_12_31.pdf,5,bar spm,0.219006
15_9_19_ST2_1992_12_31.pdf,6,drilled surveyed,0.209591
15_9_19_ST2_1992_12_31.pdf,7,surveyed,0.207586
15_9_19_ST2_1992_12_31.pdf,8,backreamed,0.190108
15_9_19_ST2_1992_12_31.pdf,9,penetration,0.185775
15_9_19_ST2_1992_12_31.pdf,10,max torque,0.176446
15_9_19_ST2_1992_12_31.pdf,11,limited,0.174458
15_9_19_ST2_1992_12_31.pdf,12,any,0.172578
15_9_19_ST2_1992_12_31.pdf,13,continued running,0.170794
15_9_19_ST2_1992_12_31.pdf,14,spm,0.169097
15_9_19_ST2_1992_12_31.pdf,15,washed,0.165341
15_9_19_ST2_1993_01_01.pdf,1,continued backreaming,0.266772
15_9_19_ST2_1993_01_01.pdf,2,backreaming,0.252268
15_9_19_ST2_1993_01_01.pdf,3,bar spm,0.240899
15_9_19_ST2_1993_01_01.pdf,4,circulation every,0.214383
15_9_19_ST2_1993_01_01.pdf,5,breaking,0.207408
15_9_19_ST2_1993_01_01.pdf,6,drilline,0.196045
15_9_19_ST2_1993_01_01.pdf,7,max torque,0.194084
15_9_19_ST2_1993_01_01.pdf,8,spm,0.186001
15_9_19_ST2_1993_01_01.pdf,9,changed bit,0.179711
15_9_19_ST2_1993_01_01.pdf,10,slipped cut,0.170686
15_9_19_ST2_1993_01_01.pdf,11,slipped,0.157712
15_9_19_ST2_1993_01_01.pdf,12,pressure bar,0.153588
15_9_19_ST2_1993_01_01.pdf,13,serviced top,0.152111
15_9_19_ST2_1993_01_01.pdf,14,took pressure,0.149524
15_9_19_ST2_1993_01_01.pdf,15,bha bha,0.142978
15_9_19_ST2_1993_01_02.pdf,1,mud motor,0.277228
15_9_19_ST2_1993_01_02.pdf,2,motor,0.198072
15_9_19_ST2_1993_01_02.pdf,3,test tool,0.192846
15_9_19_ST2_1993_01_02.pdf,4,tight spot,0.185128
15_9_19_ST2_1993_01_02.pdf,5,new bit,0.184139
15_9_19_ST2_1993_01_02.pdf,6,neg,0.181114
15_9_19_ST2_1993_01_02.pdf,7,motor made,0.172483
15_9_19_ST2_1993_01_02.pdf,8,much,0.16862
15_9_19_ST2_1993_01_02.pdf,9,made new,0.168133
15_9_19_ST2_1993_01_02.pdf,10,spot,0.165437
15_9_19_ST2_1993_01_02.pdf,11,attempted get,0.165211
15_9_19_ST2_1993_01_02.pdf,12,rih tested,0.165211
15_9_19_ST2_1993_01_02.pdf,13,noise,0.162163
15_9_19_ST2_1993_01_02.pdf,14,reamed tight,0.162163
15_9_19_ST2_1993_01_02.pdf,15,motor mwd,0.156887
15_9_19_ST2_1993_01_03.pdf,1,drilled steared,0.263824
15_9_19_ST2_1993_01_03.pdf,2,steared,0.254795
15_9_19_ST2_1993_01_03.pdf,3,obtain,0.213274
15_9_19_ST2_1993_01_03.pdf,4,trying,0.180785
15_9_19_ST2_1993_01_03.pdf,5,mud down,0.171125
15_9_19_ST2_1993_01_03.pdf,6,started circulating,0.167292
15_9_19_ST2_1993_01_03.pdf,7,much,0.167292
15_9_19_ST2_1993_01_03.pdf,8,circulation every,0.160886
15_9_19_ST2_1993_01_03.pdf,9,noise,0.160886
15_9_19_ST2_1993_01_03.pdf,10,reamed down,0.15815
15_9_19_ST2_1993_01_03.pdf,11,down drilled,0.15815
15_9_19_ST2_1993_01_03.pdf,12,circulating clean,0.155652
15_9_19_ST2_1993_01_03.pdf,13,rih reamed,0.153354
15_9_19_ST2_1993_01_03.pdf,14,sand,0.149246
15_9_19_ST2_1993_01_03.pdf,15,stalling,0.144011
15_9_19_ST2_1993_01_04.pdf,1,mwd tool,0.194754
15_9_19_ST2_1993_01_04.pdf,2,spm,0.182257
15_9_19_ST2_1993_01_04.pdf,3,hang off,0.180513
15_9_19_ST2_1993_01_04.pdf,4,hang,0.174252
15_9_19_ST2_1993_01_04.pdf,5,new mwd,0.162636
15_9_19_ST2_1993_01_04.pdf,6,over shaker,0.158536
15_9_19_ST2_1993_01_04.pdf,7,ester,0.158536
15_9_19_ST2_1993_01_04.pdf,8,pooh change,0.154537
15_9_19_ST2_1993_01_04.pdf,9,tool cleaned,0.151852
15_9_19_ST2_1993_01_04.pdf,10,picked new,0.151852
15_9_19_ST2_1993_01_04.pdf,11,continued pulling,0.151852
15_9_19_ST2_1993_01_04.pdf,12,attempted get,0.151852
15_9_19_ST2_1993_01_04.pdf,13,weather conditions,0.146515
15_9_19_ST2_1993_01_04.pdf,14,came down,0.144201
15_9_19_ST2_1993_01_04.pdf,15,estimated,0.144201
15_9_19_ST2_1993_01_05.pdf,1,details,0.238739
15_9_19_ST2_1993_01_05.pdf,2,off string,0.228673
15_9_19_ST2_1993_01_05.pdf,3,see,0.224453
15_9_19_ST2_1993_01_05.pdf,4,over template,0.197394
15_9_19_ST2_1993_01_05.pdf,5,hang off,0.192875
15_9_19_ST2_1993_01_05.pdf,6,hang,0.186184
15_9_19_ST2_1993_01_05.pdf,7,displaced riser,0.184673
15_9_19_ST2_1993_01_05.pdf,8,upper racking,0.178704
15_9_19_ST2_1993_01_05.pdf,9,racking arm,0.174786
15_9_19_ST2_1993_01_05.pdf,10,positioned rig,0.169623
15_9_19_ST2_1993_01_05.pdf,11,rih worked,0.165598
15_9_19_ST2_1993_01_05.pdf,12,redressed,0.162251
15_9_19_ST2_1993_01_05.pdf,13,string displaced,0.162251
15_9_19_ST2_1993_01_05.pdf,14,drillstring,0.157543
15_9_19_ST2_1993_01_05.pdf,15,wellhead pooh,0.156548
15_9_19_ST2_1993_01_06.pdf,1,problems mwd,0.17386
15_9_19_ST2_1993_01_06.pdf,2,mwd signal,0.164571
15_9_19_ST2_1993_01_06.pdf,3,directional,0.154723
15_9_19_ST2_1993_01_06.pdf,4,orientated,0.150853
15_9_19_ST2_1993_01_06.pdf,5,signals,0.14969
15_9_19_ST2_1993_01_06.pdf,6,suction,0.14748
15_9_19_ST2_1993_01_06.pdf,7,data,0.146623
15_9_19_ST2_1993_01_06.pdf,8,stalling,0.138495
15_9_19_ST2_1993_01_06.pdf,9,drilled orientated,0.134076
15_9_19_ST2_1993_01_06.pdf,10,drilled parameters,0.132955
15_9_19_ST2_1993_01_06.pdf,11,took survey,0.132955
15_9_19_ST2_1993_01_06.pdf,12,lost,0.129339
15_9_19_ST2_1993_01_06.pdf,13,signal,0.128343
15_9_19_ST2_1993_01_06.pdf,14,mud pumps,0.127301
15_9_19_ST2_1993_01_06.pdf,15,ltrs,0.123487
15_9_19_ST2_1993_01_07.pdf,1,problems mwd,0.226758
15_9_19_ST2_1993_01_07.pdf,2,having,0.225034
15_9_19_ST2_1993_01_07.pdf,3,worked tight,0.184874
15_9_19_ST2_1993_01_07.pdf,4,orientated,0.160579
15_9_19_ST2_1993_01_07.pdf,5,functioning,0.152295
15_9_19_ST2_1993_01_07.pdf,6,over shaker,0.152295
15_9_19_ST2_1993_01_07.pdf,7,mwd,0.151655
15_9_19_ST2_1993_01_07.pdf,8,tight area,0.148883
15_9_19_ST2_1993_01_07.pdf,9,rih worked,0.148883
15_9_19_ST2_1993_01_07.pdf,10,much,0.148883
15_9_19_ST2_1993_01_07.pdf,11,orient,0.148454
15_9_19_ST2_1993_01_07.pdf,12,keeping,0.145874
15_9_19_ST2_1993_01_07.pdf,13,noise,0.143182
15_9_19_ST2_1993_01_07.pdf,14,rpm pooh,0.143182
15_9_19_ST2_1993_01_07.pdf,15,able get,0.140747
15_9_19_ST2_1993_01_08.pdf,1,stand drilled,0.226473
15_9_19_ST2_1993_01_08.pdf,2,drilled orientated,0.217467
15_9_19_ST2_1993_01_08.pdf,3,drilled hard,0.213314
15_9_19_ST2_1993_01_08.pdf,4,orientated drilled,0.203279
15_9_19_ST2_1993_01_08.pdf,5,orientated,0.199696
15_9_19_ST2_1993_01_08.pdf,6,reamed circulated,0.19917
15_9_19_ST2_1993_01_08.pdf,7,each stand,0.164004
15_9_19_ST2_1993_01_08.pdf,8,last stand,0.162163
15_9_19_ST2_1993_01_08.pdf,9,picked new,0.160689
15_9_19_ST2_1993_01_08.pdf,10,angle,0.157724
15_9_19_ST2_1993_01_08.pdf,11,hard stringers,0.155041
15_9_19_ST2_1993_01_08.pdf,12,torque readings,0.155041
15_9_19_ST2_1993_01_08.pdf,13,hard,0.150811
15_9_19_ST2_1993_01_08.pdf,14,reamed,0.150354
15_9_19_ST2_1993_01_08.pdf,15,rih reamed,0.15034
15_9_19_ST2_1993_01_09.pdf,1,stalling,0.30262
15_9_19_ST2_1993_01_09.pdf,2,steering,0.269199
15_9_19_ST2_1993_01_09.pdf,3,orientated,0.257169
15_9_19_ST2_1993_01_09.pdf,4,drilled orientated,0.217017
15_9_19_ST2_1993_01_09.pdf,5,pumping lpm,0.214055
15_9_19_ST2_1993_01_09.pdf,6,hard,0.211262
15_9_19_ST2_1993_01_09.pdf,7,mode,0.211262
15_9_19_ST2_1993_01_09.pdf,8,hard stringers,0.191005
15_9_19_ST2_1993_01_09.pdf,9,problems,0.189188
15_9_19_ST2_1993_01_09.pdf,10,bar drilled,0.185213
15_9_19_ST2_1993_01_09.pdf,11,sec,0.182643
15_9_19_ST2_1993_01_09.pdf,12,stringers,0.180251
15_9_19_ST2_1993_01_09.pdf,13,cuttings over,0.180251
15_9_19_ST2_1993_01_09.pdf,14,orientated lpm,0.170276
15_9_19_ST2_1993_01_09.pdf,15,circulated clean,0.166486
15_9_19_ST2_1993_01_10.pdf,1,sec,0.302188
15_9_19_ST2_1993_01_10.pdf,2,orientate,0.272727
15_9_19_ST2_1993_01_10.pdf,3,cuttings over,0.239848
15_9_19_ST2_1993_01_10.pdf,4,pumping lpm,0.229798
15_9_19_ST2_1993_01_10.pdf,5,lpm rpm,0.221272
15_9_19_ST2_1993_01_10.pdf,6,orientating,0.216906
15_9_19_ST2_1993_01_10.pdf,7,cuttings,0.207453
15_9_19_ST2_1993_01_10.pdf,8,steering,0.205053
15_9_19_ST2_1993_01_10.pdf,9,bar max,0.205053
15_9_19_ST2_1993_01_10.pdf,10,circulated clean,0.195444
15_9_19_ST2_1993_01_10.pdf,11,stalling,0.186722
15_9_19_ST2_1993_01_10.pdf,12,over shakers,0.168969
15_9_19_ST2_1993_01_10.pdf,13,max,0.168084
15_9_19_ST2_1993_01_10.pdf,14,circ,0.160919
15_9_19_ST2_1993_01_10.pdf,15,pumping,0.160253
15_9_19_ST2_1993_01_11.pdf,1,off tool,0.211646
15_9_19_ST2_1993_01_11.pdf,2,hang off,0.204941
15_9_19_ST2_1993_01_11.pdf,3,hang,0.197831
15_9_19_ST2_1993_01_11.pdf,4,bar max,0.181669
15_9_19_ST2_1993_01_11.pdf,5,sec,0.173716
15_9_19_ST2_1993_01_11.pdf,6,treated mud,0.172876
15_9_19_ST2_1993_01_11.pdf,7,cuttings over,0.171441
15_9_19_ST2_1993_01_11.pdf,8,lpm rpm,0.16273
15_9_19_ST2_1993_01_11.pdf,9,waiting weather,0.150773
15_9_19_ST2_1993_01_11.pdf,10,treated,0.150773
15_9_19_ST2_1993_01_11.pdf,11,over shakers,0.149701
15_9_19_ST2_1993_01_11.pdf,12,pooh csg,0.148901
15_9_19_ST2_1993_01_11.pdf,13,sample,0.148901
15_9_19_ST2_1993_01_11.pdf,14,pumped lpm,0.146454
15_9_19_ST2_1993_01_11.pdf,15,cleaning,0.134486
15_9_19_ST2_1993_01_12.pdf,1,details,0.437558
15_9_19_ST2_1993_01_12.pdf,2,see,0.411377
15_9_19_ST2_1993_01_12.pdf,3,weather,0.336843
15_9_19_ST2_1993_01_12.pdf,4,waited weather,0.2756
15_9_19_ST2_1993_01_12.pdf,5,waiting weather,0.270766
15_9_19_ST2_1993_01_12.pdf,6,cont,0.21852
15_9_19_ST2_1993_01_12.pdf,7,general,0.218395
15_9_19_ST2_1993_01_12.pdf,8,waited,0.204115
15_9_19_ST2_1993_01_12.pdf,9,waiting,0.186251
