file_name,Start time,End time,End Depth mMD,Main - Sub Activity,State,Remark,Depth mMD,Depth mTVD,Sub Equip - Syst Class,Operation Downtime (min),Equipment Repaired,NER_Entities,Hybrid_Activity,Top_Keywords_TFIDF
15_9_19_A_1997_07_26.pdf,0:30,06:0,50.0,driling - trip,ok,MU BAKER WINDOWMASTER WHIPSTOCK + MILING ASEMBLY & ASOCIATED BHA. CONTINUE TIH WITH DP.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": [""whipstock""]}",TRIPPING,"window, miling, m3 hi, vis pil, hi vis"
15_9_19_A_1997_07_26.pdf,06:0,10:0,21.0,driling - trip,ok,"CONTINUED TIH WITH WINDOWMASTER WHIPSTOCK & MILING ASEMBLY. TAGED 9 5/8"" BRIDGE-PLUG AT 21 M DPM.",,,,,,"{""Depths"": [""21 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": [""whipstock""]}",TRIPPING,"window, miling, m3 hi, vis pil, hi vis"
15_9_19_A_1997_07_26.pdf,10:0,12:0,21.0,driling - dril,ok,ORIENTED WHIPSTOCK USING MWD. SET ANCHOR ON WHIPSTOCK.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": [""whipstock""]}",OTHER,"window, miling, m3 hi, vis pil, hi vis"
15_9_19_A_1997_07_26.pdf,12:0,18:0,207.0,driling - dril,ok,"CUT WINDOW IN 9 5/8"" CASING USING WHIPSTOCK. TOP OF WINDOW = 202 M MD - BOTOM OF WINDOW = 207 M MD. PUMPED 5 M3 HI-VIS PIL WHILE MILING AT 205 M.",,,,,,"{""Depths"": [""207 m"", ""202 m"", ""205 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": [""whipstock"", ""casing""]}",CIRCULATION,"window, miling, m3 hi, vis pil, hi vis"
15_9_19_A_1997_07_26.pdf,18:0,21:0,213.0,driling - dril,ok,DRILED/MILED NEW FORMATION FROM 207 - 213 M. PUMPED 5 M3 HI-VIS PIL WHILE DRILING AT 208 M.,,,,,,"{""Depths"": [""208 m"", ""213 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"window, miling, m3 hi, vis pil, hi vis"
15_9_19_A_1997_07_26.pdf,21:0,23:0,213.0,driling - dril,ok,"REAMED WINDOW. AFTER APROXIMATELY 20 TIMES, STIL UNABLE TO GO DOWN THROUGH WINDOW WITHOUT ROTATING - BASED ON USING MAXIMUM OF 12 M T WEIGHT. REAMED 5 ADITIONAL TIMES - NOW ABLE TO SLACK-OF & PICK-UP THROUGH WINDOW WITHOUT HAVING TO ROTATE STRING.",,,,,,"{""Depths"": [""12 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"window, miling, m3 hi, vis pil, hi vis"
15_9_19_A_1997_07_26.pdf,23:0,0:0,2196.0,driling - circulat ing conditioning,ok,PUMPED 10 M3 HI-VIS PIL & CIRCULATED HOLE CLEAN AT 200 LPM.,,,,,,"{""Depths"": [], ""Measurements"": [""200 lpm""], ""Time"": [], ""Equipment"": []}",CIRCULATION,"window, miling, m3 hi, vis pil, hi vis"
15_9_19_A_1997_07_27.pdf,0:0,0:30,2196.0,driling - cir culating con ditioning,ok,COMPLETED CIRCULATING HOLE CLEAN. FLUSHED CHOKE & KIL LINES.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"pod, yelow, yelow pod, bit, window"
15_9_19_A_1997_07_27.pdf,0:30,03:0,110.0,driling - trip,ok,"FLOW CHECKED, PUMPED SLUG & POH TO PU DRILING BHA.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"pod, yelow, yelow pod, bit, window"
15_9_19_A_1997_07_27.pdf,03:0,04:0,110.0,interuption - maintain,fail,BURST HYDRAULIC HOSE ON UPER RACKING ARM - REPAIRED SAME.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",MAINTENANCE_REPAIR,"pod, yelow, yelow pod, bit, window"
15_9_19_A_1997_07_27.pdf,04:0,06:0,0.0,driling - trip,ok,CONTINUED TO POH WITH MILING ASEMBLY.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"pod, yelow, yelow pod, bit, window"
15_9_19_A_1997_07_27.pdf,06:0,06:30,0.0,driling - trip,ok,COMPLETED LD MILING ASEMBLY.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"pod, yelow, yelow pod, bit, window"
15_9_19_A_1997_07_27.pdf,06:30,09:0,173.0,driling - trip,ok,MU DRILING BHA; MOTOR TESTED OK.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"pod, yelow, yelow pod, bit, window"
15_9_19_A_1997_07_27.pdf,09:0,10:0,80.0,driling - trip,ok,TIH WITH BHA TO 80 M.,,,,,,"{""Depths"": [""80 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"pod, yelow, yelow pod, bit, window"
15_9_19_A_1997_07_27.pdf,10:0,10:30,80.0,interuption - maintain,fail,ATEMPTED TO PERFORM WEKLY BOP FUNCTION TEST USING YELOW POD. NO FUNCTION OF EITHER ANULAR POSIBLE.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": [""bop""]}",PRESSURE_TEST,"pod, yelow, yelow pod, bit, window"
15_9_19_A_1997_07_27.pdf,10:30,13:0,2193.0,driling - trip,ok,CONTINUED TO TIH TO 2193 M WHILE PULING YELOW POD.,,,,,,"{""Depths"": [""2193 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"pod, yelow, yelow pod, bit, window"
15_9_19_A_1997_07_27.pdf,13:0,17:0,2193.0,interuption - maintain,fail,FOUND CRIMPED PILOT LINE IN POD HOSE. CHANGED PILOT LINE FOR ANULARS' REGULATOR. RERAN YELOW POD & LATCHED-UP.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"pod, yelow, yelow pod, bit, window"
15_9_19_A_1997_07_27.pdf,17:0,17:30,2193.0,driling - bo p activities,ok,FUNCTION TESTED BOPS USING YELOW POD - FROM RIG FLOR PANEL.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": [""bop""]}",PRESSURE_TEST,"pod, yelow, yelow pod, bit, window"
15_9_19_A_1997_07_27.pdf,17:30,18:30,213.0,interuption - fish,fail,"ORIENTED BIT/MOTOR & SLACKED-OF THROUGH WINDOW.REAMED F/208-212M. STARTED DRILING-SP INCREASED 35BAR&TDS STALED Ø1630NM.FRED STUCK STRING USING 32 MT O/PUL-TORQUE STIL TRAPED IN STRING.WHILE PULING PAST 207M W/BIT,SP INCREASED AGAIN.FRED BIT PAST 207M USING 5 MT O/PUL L.THEN ABLE TO RELEASE TORQUE IN STRING ONCE ABOVE 202M.",,,,,,"{""Depths"": [""202m"", ""212m"", ""207m""], ""Measurements"": [""5 mt"", ""32 mt"", ""35bar""], ""Time"": [], ""Equipment"": [""tds"", ""bit""]}",OTHER,"pod, yelow, yelow pod, bit, window"
15_9_19_A_1997_07_27.pdf,18:30,19:30,202.0,driling - dril l,fail,"ATEMPTED SEVERAL TIMES TO PAS THROUGH WINDOW - UNABLE TO GO BELOW 202 M - TOP OF WINDOW IN 9 5/8"" CASING.",,,,,,"{""Depths"": [""202 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": [""casing""]}",OTHER,"pod, yelow, yelow pod, bit, window"
15_9_19_A_1997_07_27.pdf,19:30,0:0,0.0,driling - trip,fail,"FLOW CHECKED, PUMPED SLUG & POH WITH DRILING BHA. BIT WAS DAMAGED - 6 OUT OF 9 BLADES ON BIT WERE DAMAGED/BROKEN. NO OTHER DAMAGE TO BHA COMPONENTS NOTED.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": [""bit""]}",TRIPPING,"pod, yelow, yelow pod, bit, window"
15_9_19_A_1997_07_28.pdf,0:0,06:0,202.0,driling - trip,ok,MU MILING BHA & TIH TO WHIPSTOCK.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": [""whipstock""]}",TRIPPING,"miling, bridge plug, bridge, tih, plug"
15_9_19_A_1997_07_28.pdf,06:0,09:0,205.0,driling - dril,fail,MILED FROM 202-205 M. DECREASE IN ROP - NOT MAKING ANY PROGRES IN MILING THROUGH WINDOW.,,,,,,"{""Depths"": [""205 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"miling, bridge plug, bridge, tih, plug"
15_9_19_A_1997_07_28.pdf,09:0,13:30,0.0,driling - trip,fail,"FLOWCHECKED, PUMPED SLUG & POH WITH MILING BHA.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"miling, bridge plug, bridge, tih, plug"
15_9_19_A_1997_07_28.pdf,13:30,18:30,2187.0,driling - trip,ok,"TIH TO 2187 M WITH 9 5/8"" BRIDGE PLUG ON DP.",,,,,,"{""Depths"": [""2187 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"miling, bridge plug, bridge, tih, plug"
15_9_19_A_1997_07_28.pdf,18:30,19:30,2187.0,driling - other,ok,SET BRIDGE PLUG AT 2187 M L.A.T. CONFIRMED SETING BY SLACKING-OF 10 MT DOWN ON PLUG.,,,,,,"{""Depths"": [""2187 m""], ""Measurements"": [""10 mt""], ""Time"": [], ""Equipment"": []}",OTHER,"miling, bridge plug, bridge, tih, plug"
15_9_19_A_1997_07_28.pdf,19:30,20:30,2187.0,driling - circulating conditioning,ok,PUMPED 10 M3 HI-VIS PIL & CIRCULATED OUT.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"miling, bridge plug, bridge, tih, plug"
15_9_19_A_1997_07_28.pdf,20:30,0:0,0.0,driling - trip,ok,"FLOWCHECKED, PUMPED SLUG & POH WITH EZSV M.S.T.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"miling, bridge plug, bridge, tih, plug"
15_9_19_A_1997_07_29.pdf,0:0,06:0,60.0,driling - trip,ok,MU BAKER WINDOWMASTER WHIPSTOCK ASEMBLY. TIH WITH BHA ON DP.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": [""whipstock""]}",TRIPPING,"window, tih, flow rate, rate, using"
15_9_19_A_1997_07_29.pdf,06:0,10:0,2170.0,driling - trip,ok,COMPLETED TIH WITH WHIPSTOCK TO 2170 M.,,,,,,"{""Depths"": [""2170 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": [""whipstock""]}",TRIPPING,"window, tih, flow rate, rate, using"
15_9_19_A_1997_07_29.pdf,10:0,1:0,2170.0,interuption - sidetra ck,fail,ATEMPTED TO CIRCULATE; STRING PLUGED. RU & REVERSE CIRCULATED 1 DRILSTRING VOLUME & UNPLUGED STRING.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"window, tih, flow rate, rate, using"
15_9_19_A_1997_07_29.pdf,1:0,12:30,2187.0,interuption - sidetra ck,ok,ORIENTED WHIPSTOCK USING MWD. SET ANCHOR ON WHIPSTOCK.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": [""whipstock""]}",OTHER,"window, tih, flow rate, rate, using"
15_9_19_A_1997_07_29.pdf,12:30,21:0,2183.0,interuption - sidetra ck,ok,"CUT WINDOW IN 9 5/8"" CASING USING WHIPSTOCK. TOP OF WINDOW = 2178 M; BOTOM OF WINDOW = 2183 M. FLOW RATE = APROX. 100 L PM AT 74 BAR.",,,,,,"{""Depths"": [""2178 m"", ""2183 m""], ""Measurements"": [""74 bar""], ""Time"": [], ""Equipment"": [""whipstock"", ""casing""]}",OTHER,"window, tih, flow rate, rate, using"
15_9_19_A_1997_07_29.pdf,21:0,0:0,2198.0,interuption - sidetra ck,ok,DRILED/MILED NEW FORMATION FROM 2183 - 2198M. FLOW RATE = 150 LPM AT 125 BAR.,,,,,,"{""Depths"": [""2198m""], ""Measurements"": [""150 lpm"", ""125 bar""], ""Time"": [], ""Equipment"": []}",CIRCULATION,"window, tih, flow rate, rate, using"
15_9_19_A_1997_07_30.pdf,0:0,01:0,202.0,interuption - sidetrack,ok,FINISHED DRILING TO 202 M - TOTAL OF 19 M OF FORMATION DRILED BEYOND WINDOW'S BOTOM. PU & SO THROUGH WINDOW 5 TIMES - N O PROBLEMS.,,,,,,"{""Depths"": [""202 m"", ""19 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"window, 202, tih, oriented, finished"
15_9_19_A_1997_07_30.pdf,01:0,02:30,2175.0,driling - circulating cond itioning,ok,PU ABOVE TOP OF WINDOW & PUMPED 5 M3 HI-VIS PIL. CIRCULATED HOLE CLEAN AT 200 LPM AT 195 BAR. FLUSHED CHOKE & KIL LINES & B OSTED RISER.,,,,,,"{""Depths"": [], ""Measurements"": [""195 bar"", ""200 lpm""], ""Time"": [], ""Equipment"": []}",CIRCULATION,"window, 202, tih, oriented, finished"
15_9_19_A_1997_07_30.pdf,02:30,06:0,10.0,driling - trip,ok,POH TO MU DRILING BHA.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"window, 202, tih, oriented, finished"
15_9_19_A_1997_07_30.pdf,06:0,07:0,0.0,driling - trip,ok,FINISHED HANDLING WHIPSTOCK/MILING BHA.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": [""whipstock""]}",OTHER,"window, 202, tih, oriented, finished"
15_9_19_A_1997_07_30.pdf,07:0,10:30,430.0,driling - trip,ok,"MU DRILING BHA & TIH TO 430 M WITH NEW 8 1/2"" PDC BIT.",,,,,,"{""Depths"": [""430 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": [""bit""]}",TRIPPING,"window, 202, tih, oriented, finished"
15_9_19_A_1997_07_30.pdf,10:30,1:30,430.0,driling - other,ok,S/C DRILINE.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"window, 202, tih, oriented, finished"
15_9_19_A_1997_07_30.pdf,1:30,12:30,430.0,interuption - maintain,fail,ELECTRICAL PROBLEM WITH TOP DRIVE SYSTEM; REPAIRED SAME.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",MAINTENANCE_REPAIR,"window, 202, tih, oriented, finished"
15_9_19_A_1997_07_30.pdf,12:30,16:30,2161.0,driling - trip,ok,CONTINUED TO TIH TO 2161 M.,,,,,,"{""Depths"": [""2161 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"window, 202, tih, oriented, finished"
15_9_19_A_1997_07_30.pdf,16:30,17:0,2161.0,driling - trip,ok,ORIENTED TOL-FACE.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"window, 202, tih, oriented, finished"
15_9_19_A_1997_07_30.pdf,17:0,17:30,2190.0,driling - trip,ok,RIH SLOWLY-NO ROTATION OR CIRCULATION-FROM 2161 - 2190 M. WINDOW IN CASING FROM 2178 - 2183 M. MADE CHECK TRIP TO 2175 M; NO P ROBLEMS PASING THROUGH WINDOW.,,,,,,"{""Depths"": [""2190 m"", ""2175 m"", ""2183 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": [""casing""]}",TRIPPING,"window, 202, tih, oriented, finished"
15_9_19_A_1997_07_30.pdf,17:30,18:0,202.0,driling - trip,ok,BROKE CIRCULATION. WASHED DOWN FROM 2190 - 202 M / TD.,,,,,,"{""Depths"": [""202 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"window, 202, tih, oriented, finished"
15_9_19_A_1997_07_30.pdf,18:0,0:0,231.0,driling - dril,ok,"DRILED/ORIENTED 8 1/2"" HOLE FROM 202 - 231 M.",,,,,,"{""Depths"": [""231 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",DRILLING,"window, 202, tih, oriented, finished"
15_9_19_A_1997_07_31.pdf,0:0,06:0,2405.0,driling - dril,ok,"DRILED/ORIENTED 8 1/2"" HOLE FROM 231 - 2405 M .",,,,,,"{""Depths"": [""2405 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",DRILLING,"driled oriented, oriented, hole, driled, clean hole"
15_9_19_A_1997_07_31.pdf,06:0,19:0,2653.0,driling - dril,ok,"DRILED/ORIENTED 8 1/2"" HOLE FROM 2405-2653 M.",,,,,,"{""Depths"": [""2653 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",DRILLING,"driled oriented, oriented, hole, driled, clean hole"
15_9_19_A_1997_07_31.pdf,19:0,20:0,2653.0,driling - circulating conditioning,ok,CIRCULATED TO CLEAN HOLE.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"driled oriented, oriented, hole, driled, clean hole"
15_9_19_A_1997_07_31.pdf,20:0,0:0,271.0,driling - dril,ok,"DRILED/ORIENTED 8 1/2"" HOLE FROM 2653 - 271 M .",,,,,,"{""Depths"": [""271 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"driled oriented, oriented, hole, driled, clean hole"
15_9_19_A_1997_08_01.pdf,0:0,06:0,2768.0,driling - dril,ok,"DRILED/ORIENTED 8 1/2"" HOLE FROM 271 - 2768 M. HAD PROBLEMS TURNING WELPATH TO THE RIGHT.",,,,,,"{""Depths"": [""2768 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",DRILLING,"note, gyro, degres, preparation, right"
15_9_19_A_1997_08_01.pdf,06:0,07:0,2768.0,driling - circulating conditioning,ok,CIRCULATED HOLE CLEAN IN PREPARATION FOR TRIP OUT.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"note, gyro, degres, preparation, right"
15_9_19_A_1997_08_01.pdf,07:0,15:30,0.0,driling - trip,ok,"POH FOR BHA CHANGE DUE TO DIRECTIONAL PROBLEM - NOT ENOUGH TURN TO RIGHT IN AZIMUTH. NOTE-NO PROBLEM IN TOH THROUGH 9 5/8"" CASIN G WINDOW. UNABLE TO DOWNLOAD MEMORY FROM MWD AFTER TRYING FOR 1 HOUR.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"note, gyro, degres, preparation, right"
15_9_19_A_1997_08_01.pdf,15:30,21:30,2768.0,driling - trip,ok,"INCREASED AKO MOTOR FROM 1,2 DEGRES TO 1,5 DEGRES & MU INSERT BIT FOR DIRECTIONAL REASON/CONTROL. TIH TO 2768 M -TD. NOTE-TOK 5 M T WEIGHT TO PAS THROUGH WINDOW WITH MOTOR/BIT.",,,,,,"{""Depths"": [""5 m"", ""2768 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": [""bit""]}",TRIPPING,"note, gyro, degres, preparation, right"
15_9_19_A_1997_08_01.pdf,21:30,23:0,2768.0,driling - circulating conditioning,ok,CIRCULATED HOLE CLEAN IN PREPARATION FOR RUNING GYRO SURVEY INSIDE OF DRILSTRING. (CIRCULATION RATE = 250 LPM AT 290 BAR.) NOTE: PR EPARED/RU TO RUN GYRO WHILE CIRCULATING.,,,,,,"{""Depths"": [], ""Measurements"": [""290 bar"", ""250 lpm""], ""Time"": [], ""Equipment"": []}",CIRCULATION,"note, gyro, degres, preparation, right"
15_9_19_A_1997_08_01.pdf,23:0,0:0,2768.0,driling - survey,ok,CONTINUED CIRCULATING WHILE RU TO RUN GYRO.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"note, gyro, degres, preparation, right"
15_9_19_A_1997_08_02.pdf,0:0,0:30,2768.0,driling - survey,ok,CONTINUED CIRCULATING WHILE RU TO RUN GYRO.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"window, lost, circulation, gyro, flow checked"
15_9_19_A_1997_08_02.pdf,0:30,05:30,2768.0,driling - survey,ok,MU SIDE-ENTRY SUB INTO DRILSTRING & RIH WITH GYRO ON ATLAS E/LINE. BIT 1 JOINT OF BOTOM DURING SURVEY. RAN GYRO FROM 180 TO 2710 M. POH WITH GY RO & RD SIDE-ENTRY SUB.,,,,,,"{""Depths"": [""2710 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": [""bit""]}",TRIPPING,"window, lost, circulation, gyro, flow checked"
15_9_19_A_1997_08_02.pdf,05:30,06:0,271.0,driling - dril,ok,DRILED FROM 2768 - 271 M / SLIDING.,,,,,,"{""Depths"": [""271 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"window, lost, circulation, gyro, flow checked"
15_9_19_A_1997_08_02.pdf,06:0,13:30,2783.0,driling - dril,ok,"DRILED FROM 271-2783 M. DECREASE IN ROP - TOK APROX. 2,5 HRS. TO DRIL LAST METER.",,,,,,"{""Depths"": [""2783 m""], ""Measurements"": [], ""Time"": [""5 hrs""], ""Equipment"": []}",OTHER,"window, lost, circulation, gyro, flow checked"
15_9_19_A_1997_08_02.pdf,13:30,15:0,2190.0,driling - trip,ok,FLOW CHECKED & PUMPED SLUG. POH TO 2190 M WITH NO PROBLEMS.,,,,,,"{""Depths"": [""2190 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"window, lost, circulation, gyro, flow checked"
15_9_19_A_1997_08_02.pdf,15:0,16:0,2190.0,driling - dril,fail,CIRCULATED W/250LPM & ORIENTED TOLFACE PRIOR TO PULING THROUGH CSG. WINDOW. HOLE PACKED-OF & STRING TORQUED-UP & LOST CIRC-STRING STUCK 2 MIN. WORKED STRING FRE BY GOING DOWNWARDS;MAX WEIGHT SLACKED-OF=40 MT. ESTABLISHED CIRCULATION AT 60 LPM.,,,,,,"{""Depths"": [], ""Measurements"": [""40 mt"", ""60 lpm"", ""250lpm""], ""Time"": [], ""Equipment"": []}",CIRCULATION,"window, lost, circulation, gyro, flow checked"
15_9_19_A_1997_08_02.pdf,16:0,19:30,219.0,driling - dril,fail,"WORKED STRING DOWN TO 219 M BIT DEPTH - 16 M BELOW WINDOW'S BOTOM. HOLE PACKED-OF;LOST CIRCULATION SEVERAL TIMES. ATEMPTED TO ESTABLISH CI RCULATION - IN STEPS - AT DIFERENT FLOW RATES WHILE ROTATING AT 80- 120 RPM / PROBLEMS =PACKING-OF,LOST CIRCULATION, TORQUING-UP OF DRILSTRING. T ORQUE WOULD INCREASE & THEN RETURNS WOULD BE LOST.",,,,,,"{""Depths"": [""219 m"", ""16 m""], ""Measurements"": [""120 rpm""], ""Time"": [], ""Equipment"": [""bit""]}",CIRCULATION,"window, lost, circulation, gyro, flow checked"
15_9_19_A_1997_08_02.pdf,19:30,20:30,2167.0,driling - dril,fail,FINALY ESTABLISHED CIRCULATION WITH FUL RETURNS AT 1860 LPM/164 BAR. STARTED MOVING UPWARDS TOWARD WINDOW-STOPED AT 218 M. ORIENTED TOL- F ACE & THEN FLOW CHECKED. STARTED PULING UP WHILE PUMPING AT 450 LPM- LOSING CIRCULATION AGAIN. STOPED PUMPING & CONTINUED POH-PULED THROUG H WINDOW WITH NO ROTATING/PUMPING WITH MAXIMUM DRAG = 5 MT.,,,,,,"{""Depths"": [""218 m""], ""Measurements"": [""5 mt"", ""1860 lpm"", ""164 bar"", ""450 lpm""], ""Time"": [], ""Equipment"": []}",CIRCULATION,"window, lost, circulation, gyro, flow checked"
15_9_19_A_1997_08_02.pdf,20:30,0:0,540.0,driling - trip,ok,AT 2167 M - FLOW CHECKED FOR 15 MINUTES; HOLE STATIC. FLUSHED CHOKE & KIL LINES & BOSTED RISER CLEAN. CONTINUED TO POH WITH BHA.,,,,,,"{""Depths"": [""2167 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"window, lost, circulation, gyro, flow checked"
15_9_19_A_1997_08_03.pdf,0:0,01:30,0.0,driling - trip,ok,COMPLETED POH.INSERT BIT WAS CORED-OUT.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": [""bit""]}",OTHER,"tih, window, 207, 250 lpm, lpm"
15_9_19_A_1997_08_03.pdf,01:30,06:0,106.0,driling - bop activi ties,ok,RAN BOP TEST TOL TO WELHEAD.TESTED PIPE RAMS & FAIL SAFE VALVES TO 20/345 BAR; TESTED BOTH ANULARS TO 20/241 BAR. TESTED ON YELOW POD. FUNCTION TESTED ON BLUE POD - FROM SUBSEA CONTROL ROM.,,,,,,"{""Depths"": [], ""Measurements"": [""345 bar"", ""241 bar""], ""Time"": [], ""Equipment"": [""bop""]}",PRESSURE_TEST,"tih, window, 207, 250 lpm, lpm"
15_9_19_A_1997_08_03.pdf,06:0,06:30,0.0,driling - bop activi ties,ok,COMPLETED POH WITH BOP TEST TOL.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": [""bop""]}",PRESSURE_TEST,"tih, window, 207, 250 lpm, lpm"
15_9_19_A_1997_08_03.pdf,06:30,09:0,752.0,driling - trip,ok,MU SLICK BHA FOR CHECK TRIP & TIH TO 752 M.,,,,,,"{""Depths"": [""752 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"tih, window, 207, 250 lpm, lpm"
15_9_19_A_1997_08_03.pdf,09:0,1:0,752.0,driling - bop activi ties,ok,TESTED 2-TDS SAFETY VALVES & 1-KELY COCK TO 35/345 BAR -5/10 MINUTES.,,,,,,"{""Depths"": [], ""Measurements"": [""345 bar""], ""Time"": [], ""Equipment"": [""tds""]}",PRESSURE_TEST,"tih, window, 207, 250 lpm, lpm"
15_9_19_A_1997_08_03.pdf,1:0,14:0,2081.0,driling - trip,ok,CONTINUED TO TIH TO 2081 M.,,,,,,"{""Depths"": [""2081 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"tih, window, 207, 250 lpm, lpm"
15_9_19_A_1997_08_03.pdf,14:0,15:30,2183.0,driling - trip,ok,ESTABLISHED CIRC AT 250 LPM.WASHED DOWN TO CASING WINDOW. RAN THROUGH WINDOW & PU THROUGH WINDOW WITHOUT PUMPING - NO PROBLEM S. CIRCULATED AT 150 LPM & ROTATED AT 50 RPM & RAN THROUGH WINDOW - NO PROBLEM.,,,,,,"{""Depths"": [], ""Measurements"": [""250 lpm"", ""150 lpm"", ""50 rpm""], ""Time"": [], ""Equipment"": [""casing""]}",CIRCULATION,"tih, window, 207, 250 lpm, lpm"
15_9_19_A_1997_08_03.pdf,15:30,16:30,207.0,driling - ream,ok,CONTINUED TIH; TOK WEIGHT AT 207 M. REAMED FROM 207 - 245 M; TIGHT HOLE FROM 207 - 226 M. HAD TENDENCY OF PACKING-OF. 1630 NM= MA XIMUM TORQUE EXPERIENCED.,,,,,,"{""Depths"": [""226 m"", ""207 m"", ""245 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"tih, window, 207, 250 lpm, lpm"
15_9_19_A_1997_08_03.pdf,16:30,18:30,2783.0,driling - trip,ok,"CONTINUED TIH; WASHED DOWN LAST 38 M TO TD - 2783 M. 0,5 M OF FIL ON BOTOM.",,,,,,"{""Depths"": [""5 m"", ""38 m"", ""2783 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"tih, window, 207, 250 lpm, lpm"
