file_name,Start time,End time,End Depth mMD,Main - Sub Activity,State,Remark,Depth mMD,Depth mTVD,Sub Equip - Syst Class,Operation Downtime (min),Equipment Repaired,NER_Entities,Hybrid_Activity,Top_Keywords_TFIDF
15_9_19_A_1997_10_23.pdf,0:30,05:0,3930.0,formation evaluatio n - rig up/down,ok,L/D FLOWHEAD AND DISCONECTED COFLEX LINES. CHANGED ELEVATOR BAILS.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"dst, fluted, establish, injection, packer"
15_9_19_A_1997_10_23.pdf,05:0,06:0,3937.0,formation evaluatio n - circulating con ditioning,ok,LANDED FLUTED HANGER IN WELHEAD. OPENED RD CIRCULATING VALVE AND LOCKED OPEN SELECT TESTER VALVE.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"dst, fluted, establish, injection, packer"
15_9_19_A_1997_10_23.pdf,06:0,08:30,3937.0,formation evaluatio n - circulating con ditioning,ok,CIRCULATED BOTOMS UP. MAXIMUM GAS 8.7%. FLOWCHECKED. PUMPED SLUG.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"dst, fluted, establish, injection, packer"
15_9_19_A_1997_10_23.pdf,08:30,0:0,0.0,formation evaluatio n - rig up/down,ok,"POH WITH DST STRING. L/D LUBRICATOR VALVES AND SUBSEA TEST TRE. CHECKED ROTARY TORQUE - MAX 900 FT X LBS. CONTINUED POH. L/D DST TOL S. MEANWHILE, AFTER DST TOLS ABOVE BOP, CLOSED BSR'S AND ATEMPTED TO ESTABLISH INJECTION INTO PERFORATIONS - NO LEAK OF AT 20 BAR (WIT H 1.48 MUD AT 3156M TVD = 2.13 SG EMW).",,,,,,"{""Depths"": [""3156m""], ""Measurements"": [""20 bar""], ""Time"": [], ""Equipment"": [""bop""]}",PRESSURE_TEST,"dst, fluted, establish, injection, packer"
15_9_19_A_1997_10_24.pdf,0:0,06:0,20.0,plug abandon - trip,ok,"P/U 7"" EZSV RETAINER AND RIH TO 20 M.",,,,,,"{""Depths"": [""20 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"ezsv, seting, suces, set, valve"
15_9_19_A_1997_10_24.pdf,06:0,12:30,3940.0,plug abandon - trip,ok,"COMPLETED TIH WITH 7"" EZSV TO 3940 M.",,,,,,"{""Depths"": [""3940 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"ezsv, seting, suces, set, valve"
15_9_19_A_1997_10_24.pdf,12:30,13:30,3940.0,plug abandon - other,fail,CROWN-MOUNTED-COMPENSATOR WOULDN'T UNLOCK - CMC HYDRAULIC VALVE WAS STUCK IN CLOSED POSITION. TROUBLESHOTED SYSTEM UNTIL VALVE WAS FRED & CMC UNLOCKED.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"ezsv, seting, suces, set, valve"
15_9_19_A_1997_10_24.pdf,13:30,17:30,3947.0,plug abandon - other,ok,"ATEMPTED TO SET EZSV AT 3940 M - NO SUCES IN SETING. ATEMPTED TO SET AT 3945 M - NO SUCES. FINALY SET EZSV AT 3947 M - DIDN'T SE ANY OVERPUL TO SHEAR-OF OF EZSV BUT SUCESFUL IN SETING 2,5 MT DOWN ONTO EZSV.",,,,,,"{""Depths"": [""3945 m"", ""3940 m"", ""3947 m""], ""Measurements"": [""5 mt""], ""Time"": [], ""Equipment"": []}",OTHER,"ezsv, seting, suces, set, valve"
15_9_19_A_1997_10_24.pdf,17:30,19:30,3947.0,plug abandon - other,ok,PRESURE TESTED EZSV TO 345 BAR FOR 15 MINUTES.,,,,,,"{""Depths"": [], ""Measurements"": [""345 bar""], ""Time"": [], ""Equipment"": []}",OTHER,"ezsv, seting, suces, set, valve"
15_9_19_A_1997_10_24.pdf,19:30,2:30,3920.0,plug abandon - circula ting conditioning,ok,CIRCULATED 1 COMPLETE CIRCULATION WHILE S/C DRILINE.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"ezsv, seting, suces, set, valve"
15_9_19_A_1997_10_24.pdf,2:30,0:0,340.0,plug abandon - trip,ok,POH WITH EZSV MECHANICAL SETING TOL.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"ezsv, seting, suces, set, valve"
15_9_19_A_1997_10_25.pdf,0:0,06:0,0.0,plug abandon - trip,ok,COMPLETED POH WITH EZSV MECHANICAL SETING TOL. PERFORMED WEKLY FUNCTION TEST OF BOPS WHEN SETING TOL LOCATEDØ480M. FUNCTION TESTED ON YELOW POD FROM TOLPUSHER'S OFICE.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": [""bop""]}",PRESSURE_TEST,"st, ld, dst, rack, pu"
15_9_19_A_1997_10_25.pdf,06:0,08:0,0.0,formation evaluation - rig up/down,ok,PU USED ST & BROKE-OUT ASOCIATED TUBULARS. LD ST & PU BACK-UP ST. MU ASOCIATED TUBULARS & LD ON PIPE RACK FOR PRESURE TESTING.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",MAINTENANCE_REPAIR,"st, ld, dst, rack, pu"
15_9_19_A_1997_10_25.pdf,08:0,10:30,0.0,formation evaluation - rig up/down,ok,"PU BACK-UP FLOW HEAD & MU 1 JOINT OF 5"" TBG. BELOW HEAD. LD FLOW HEAD ON PIPE RACK FOR PRESURE TESTING.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"st, ld, dst, rack, pu"
15_9_19_A_1997_10_25.pdf,10:30,16:30,388.0,workover - perforate,ok,"RU ATLAS ELECTRIC LINE. RIH & PERFORATED DST #1A ZONE FORM 385,5 - 388,5 M AT 6 SPF. POH & RD ATLAS.",,,,,,"{""Depths"": [""5 m""], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"st, ld, dst, rack, pu"
15_9_19_A_1997_10_25.pdf,16:30,0:0,20.0,formation evaluation - rig up/down,ok,HELD PRE-JOB SAFETY METING. MU DST BHA.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"st, ld, dst, rack, pu"
15_9_19_A_1997_10_26.pdf,0:0,02:30,317.0,formation evaluation - rig up /down,ok,COMPLETED MU DST BHA. TESTED TO 345 BAR FOR 10 MINUTES.,,,,,,"{""Depths"": [], ""Measurements"": [""345 bar""], ""Time"": [], ""Equipment"": []}",OTHER,"dst, tubing, pu mu, mu, dst string"
15_9_19_A_1997_10_26.pdf,02:30,06:0,674.0,formation evaluation - rig up /down,ok,"CONTINUED RUNING DST STRING - PU/MU 3 1/2"" PH-6 TUBING FOR TESTING. FILING TUBING WITH BASE OIL EVERY 7 JOINTS. 38 JOINTS PU/MU AS OF REPORT TIME.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"dst, tubing, pu mu, mu, dst string"
15_9_19_A_1997_10_26.pdf,06:0,0:0,3758.0,formation evaluation - rig up /down,ok,"CONTINUED RUNING DST STRING - PU/MU 3 1/2"" PH-6 TUBING FOR TESTING. FILING TUBING WITH BASE OIL EVERY 7 JOINTS.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"dst, tubing, pu mu, mu, dst string"
15_9_19_A_1997_10_27.pdf,0:0,01:30,3758.0,formation evaluation - - rig up/down,ok,"COMPLETED P/U AND M/U 3 1/2"" TUBING. RAN A TOTAL OF 358 JTS.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"st, mu, valve 345, dst string, valves"
15_9_19_A_1997_10_27.pdf,01:30,03:0,3865.0,formation evaluation - - rig up/down,ok,"M/U DUMY FLUTED HGR. AND RIH ON 5"" DP. LANDED IN WEAR BUSHING. CLOSED MPR TO MARK PIPE.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"st, mu, valve 345, dst string, valves"
15_9_19_A_1997_10_27.pdf,03:0,06:0,3865.0,formation evaluation - - rig up/down,ok,R/U AWS AND MWS. RUH WITH GR/CL AND CORELATED DEPTH.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"st, mu, valve 345, dst string, valves"
15_9_19_A_1997_10_27.pdf,06:0,07:0,0.0,formation evaluation - - rig up/down,ok,POH WITH ELECTRIC LINE AFTER CORELATION RUN. RD ATLAS/MWS.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"st, mu, valve 345, dst string, valves"
15_9_19_A_1997_10_27.pdf,07:0,09:0,3758.0,formation evaluation - - rig up/down,ok,CLOSED MPR FOR SPACE-OUT PURPOSES. OPENED RAMS & POH WITH DUMY FLUTED HANGER. LD HANGER.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"st, mu, valve 345, dst string, valves"
15_9_19_A_1997_10_27.pdf,09:0,1:30,3757.0,formation evaluation - - rig up/down,ok,"CLEANED RIG FLOR. RAN 2 PUP JTS. 3 1/2"" TBG. FOR SPACE-OUT. PRESURE TESTED DST STRING AGAINST LPR-N VALVE TO 345 BAR FOR 10 MINUTES . PU WEIGHT = 13 MT; SO WEIGHT = 68 MT.",,,,,,"{""Depths"": [], ""Measurements"": [""68 mt"", ""345 bar"", ""13 mt""], ""Time"": [], ""Equipment"": []}",OTHER,"st, mu, valve 345, dst string, valves"
15_9_19_A_1997_10_27.pdf,1:30,12:30,3758.0,formation evaluation - - rig up/down,ok,PU ST & MU SAME INTO TEST STRING.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"st, mu, valve 345, dst string, valves"
15_9_19_A_1997_10_27.pdf,12:30,15:0,3758.0,interuption - repair,fail,ST WOULDN'T RE-LATCH DURING FUNCTION TEST. LD ST & PU BACK-UP ST.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"st, mu, valve 345, dst string, valves"
15_9_19_A_1997_10_27.pdf,15:0,15:30,3758.0,formation evaluation - - rig up/down,ok,FUNCTION TESTED LATCHING MECHANISM ON ST.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"st, mu, valve 345, dst string, valves"
15_9_19_A_1997_10_27.pdf,15:30,16:0,3827.0,formation evaluation - - rig up/down,ok,"RIH WITH 5"" LANDING STRING.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"st, mu, valve 345, dst string, valves"
15_9_19_A_1997_10_27.pdf,16:0,20:0,3840.0,formation evaluation - - rig up/down,ok,MU 2 LUBRICATOR VALVES + ASOCIATED TUBULARS TO LANDING STRING. PRESURE TESTED DST STRING AGAINST LPR-N VALVE TO 345 BAR FOR 10 MINUTES. TESTED ST VALVES & LUBRICATOR VALVES AS PER TEST PROCEDURE.,,,,,,"{""Depths"": [], ""Measurements"": [""345 bar""], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"st, mu, valve 345, dst string, valves"
15_9_19_A_1997_10_27.pdf,20:0,0:0,3865.0,formation evaluation - - rig up/down,ok,"MU 1 JT. 5"" TBG. MU FLOWHEAD & RU ASOCIATED HOSES.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"st, mu, valve 345, dst string, valves"
15_9_19_A_1997_10_28.pdf,0:0,01:0,3865.0,formation evaluati on - rig up/down,ok,COMPLETED RU FLOWHEAD.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"lpr valve, lpr, flowhead, wear bushing, valve"
15_9_19_A_1997_10_28.pdf,01:0,04:0,3865.0,formation evaluati on - rig up/down,ok,"LANDED FLUTED HANGER INTO WEAR BUSHING. TEST FLOWHEAD, TEST STRING, & TESTING EQUIPMENT AS PER TEST PROCEDURE.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"lpr valve, lpr, flowhead, wear bushing, valve"
15_9_19_A_1997_10_28.pdf,04:0,06:0,3865.0,formation evaluati on - rig up/down,ok,"ESTABLISHED WEIGHTS: PU = 12 MT; SO = 82 MT. SET 7"" RTS PACKER Ø 379 M. LANDED HANGER BACK INTO WEAR BUSHING. CLOSED MPR. CHECKED THAT S URFACE VALVES CORECTLY LINED-UP. TESTED ESD SYSTEM FROM 2 POINTS-RIG FLOR & CHOKE MANIFOLD. HELD SAFETY BRIEFING ON RIG FLOR.",,,,,,"{""Depths"": [""379 m""], ""Measurements"": [""82 mt"", ""12 mt""], ""Time"": [], ""Equipment"": []}",OTHER,"lpr valve, lpr, flowhead, wear bushing, valve"
15_9_19_A_1997_10_28.pdf,06:0,2:30,3865.0,formation evaluati on - dril stem tes t,ok,OPENED WEL VIA LPR-N VALVE Ø 0645 HRS. FLOWED 1 M3 BASE OIL CUSHION TO STOCK TANK - THEN SWITCHED TO FLARE BOM. FLOWED & TESTED WEL.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [""0645 hrs""], ""Equipment"": []}",CIRCULATION,"lpr valve, lpr, flowhead, wear bushing, valve"
15_9_19_A_1997_10_28.pdf,2:30,0:0,3865.0,formation evaluati on - dril stem tes t,ok,SHUT-IN WEL Ø 23 HRS. BY CLOSING LPR-N VALVE. MONITORED SHUT-IN SURFACE PRESURE FOR 1 HOUR TO INSURE THAT LPR-N VALVE WASN'T LEAKING.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [""23 hrs""], ""Equipment"": []}",PRESSURE_TEST,"lpr valve, lpr, flowhead, wear bushing, valve"
15_9_19_A_1997_10_29.pdf,0:0,02:0,3865.0,formation evaluatio n - dril stem test,ok,VERIFIED THAT LPR-N VALVE WASN'T LEAKING.CLOSED LOWER LUBRICATOR VALVE & PERFORMED 10 MINUTE IN-FLOW TEST. CLOSED UPER LUBRICATOR VA LVE. BLED PRESURE OF OF SURFACE LINES THROUGH CHOKE MANIFOLD & FLUSHED LINES TO STOCK TANK WITH SEAWATER.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"electric line, shut, electric, build, preparation"
15_9_19_A_1997_10_29.pdf,02:0,04:0,3865.0,formation evaluatio n - dril stem test,ok,"WHILE CONTINUING WITH SHUT-IN PRESURE BUILD-UP TEST, RU ELECTRIC LINE IN PREPARATION FOR FUTURE WIRELINE SAMPLING.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"electric line, shut, electric, build, preparation"
15_9_19_A_1997_10_29.pdf,04:0,06:0,3865.0,formation evaluatio n - dril stem test,ok,CONTINUED PERFORMING SHUT-IN BUILD-UP TEST.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"electric line, shut, electric, build, preparation"
15_9_19_A_1997_10_29.pdf,06:0,14:30,3865.0,formation evaluatio n - dril stem test,ok,CONTINUED PERFORMING SHUT-IN BUILD-UP TEST.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"electric line, shut, electric, build, preparation"
15_9_19_A_1997_10_29.pdf,14:30,17:0,3865.0,formation evaluatio n - dril stem test,ok,OPENED WEL & FLOWED IN PREPARATION OF BOTOM-HOLE-SAMPLING *BHS* OPERATIONS. SHUT-IN WEL Ø 1645 HRS.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [""1645 hrs""], ""Equipment"": []}",OTHER,"electric line, shut, electric, build, preparation"
15_9_19_A_1997_10_29.pdf,17:0,2:0,3765.0,formation evaluatio n - dril stem test,ok,RU 4 BHS TOLSTRING ON ATLAS ELECTRIC LINE. TESTED LUBRICATOR/BOPS TO 20 BAR. RIH WITH BHS TO 3765 M - WEL WAS OPENED-UP AFTER TOLSTR ING WAS BELOW 50 M.,,,,,,"{""Depths"": [""50 m"", ""3765 m""], ""Measurements"": [""20 bar""], ""Time"": [], ""Equipment"": [""bop""]}",TRIPPING,"electric line, shut, electric, build, preparation"
15_9_19_A_1997_10_29.pdf,2:0,23:30,3765.0,formation evaluatio n - dril stem test,ok,SHUT-IN WEL. PERFORM BHS OPERATIONS.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"electric line, shut, electric, build, preparation"
15_9_19_A_1997_10_29.pdf,23:30,0:0,0.0,formation evaluatio n - dril stem test,ok,POH WITH BHS / ELECTRIC LINE.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"electric line, shut, electric, build, preparation"
15_9_19_A_1997_10_30.pdf,0:0,01:0,0.0,formation evaluation - dr il stem test,ok,COMPLETED POH WITH BHS / ELECTRIC LINE.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"electric line, electric, pumping, line, ben"
15_9_19_A_1997_10_30.pdf,01:0,04:0,3865.0,formation evaluation - dr il stem test,ok,RD BHS TOLSTRING. ANALYZED/CHECKED SAMPLERS FOR ACEPTABLE SAMPLES.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"electric line, electric, pumping, line, ben"
15_9_19_A_1997_10_30.pdf,04:0,06:0,3865.0,formation evaluation - ci rculating conditioning,ok,START PERFORMING MINI-FRAC BY PUMPING/BULHEADING SEAWATER/POLYMER DOWN TEST STRING.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"electric line, electric, pumping, line, ben"
15_9_19_A_1997_10_30.pdf,06:0,09:0,3865.0,formation evaluation - ci rculating conditioning,ok,"CONTINUED WITH MINI-FRAC JOB - USING CEMENT UNIT. PUMP RATE DECREASED TO 50 LPM Ø 345 BAR AFTER 6,6,M3 HAD BEN BULHEADED;LOW INFL OW RATE INDICATING THAT NO FRACTURE HAD BEN CREATED.STOPED PUMPING & RECORDED FAL-OF PRESURE.",,,,,,"{""Depths"": [], ""Measurements"": [""345 bar"", ""50 lpm""], ""Time"": [], ""Equipment"": []}",CEMENTING,"electric line, electric, pumping, line, ben"
15_9_19_A_1997_10_30.pdf,09:0,10:30,3865.0,formation evaluation - ci rculating conditioning,ok,"CONTINUED BULHEADING WITH 345 BAR. LOW PUMPING RATE = 4 LPM. PUMPED ANOTHER 0,8 M3 SEAWATER/POLYMER FLUID. STOPED PUMPING - NO FRACTURE CREATED. MINI-FRAC JOB CONCLUDED.",,,,,,"{""Depths"": [], ""Measurements"": [""4 lpm"", ""345 bar""], ""Time"": [], ""Equipment"": []}",CEMENTING,"electric line, electric, pumping, line, ben"
15_9_19_A_1997_10_30.pdf,10:30,13:0,0.0,workover - perforate,ok,CLOSED LUBRICATOR VALVES & BLED DOWN ABOVE VALVES TO 0 BAR. RU PERFORATING BAR TOLSTRING & ELECTRIC LINE TO PERFORATE ZONE #1B.,,,,,,"{""Depths"": [], ""Measurements"": [""0 bar""], ""Time"": [], ""Equipment"": []}",OTHER,"electric line, electric, pumping, line, ben"
15_9_19_A_1997_10_30.pdf,13:0,17:0,3865.0,workover - perforate,ok,RIH WITH ELECTRIC LINE + BAR. PERFORATED VIA TCP GUNS - USING BAR TO DETONATE - Ø 1513 HRS. PERFORATED FROM 3826 - 3865 M. POH WITH B AR + ELECTRIC LINE.,,,,,,"{""Depths"": [""3865 m""], ""Measurements"": [], ""Time"": [""1513 hrs""], ""Equipment"": []}",TRIPPING,"electric line, electric, pumping, line, ben"
15_9_19_A_1997_10_30.pdf,17:0,20:30,3865.0,workover - perforate,ok,"RD ELECTRIC LINE, LUBRICATOR & WIRELINE BOPS.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": [""bop""]}",PRESSURE_TEST,"electric line, electric, pumping, line, ben"
15_9_19_A_1997_10_30.pdf,20:30,0:0,3865.0,formation evaluation - dr il stem test,ok,OPENED WEL TO FLOW Ø 2051 HRS. FLOWED/TESTED WEL.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [""2051 hrs""], ""Equipment"": []}",PRESSURE_TEST,"electric line, electric, pumping, line, ben"
15_9_19_A_1997_10_31.pdf,0:0,06:0,3865.0,formation evaluation - dril stem test,ok,FLOWED/TESTED WEL ON MAIN FLOW.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"main, flow, wel, tested, 10 lpm"
15_9_19_A_1997_10_31.pdf,06:0,0:0,3865.0,formation evaluation - dril stem test,ok,FLOWED/TESTED WEL - ON MAIN FLOW PERIOD .,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"main, flow, wel, tested, 10 lpm"
15_9_19_A_1997_11_01.pdf,0:0,06:0,3865.0,formation evaluation - dril stem test,ok,FLOWED/TESTED WEL.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"flow, head, wel, tester, valve"
15_9_19_A_1997_11_01.pdf,06:0,14:30,3865.0,formation evaluation - dril stem test,ok,FLOWED/TESTED WEL. TOK PVT SAMPLES.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"flow, head, wel, tester, valve"
15_9_19_A_1997_11_01.pdf,14:30,0:0,3865.0,formation evaluation - dril stem test,ok,SHUT-IN WEL BY CLOSING LPR-N/TESTER VALVE. CHECKED FOR LEAKAGE & THEN CLOSED FLOW WING VALVE ON FLOW-HEAD. BLED OF PRESURE DO WNSTREAM OF FLOW-HEAD. CLOSED CHOKE MANIFOLD. CONDUCTED DOWNHOLE PRESURE BUILD-UP TEST.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"flow, head, wel, tester, valve"
15_9_19_A_1997_11_02.pdf,0:0,06:0,3865.0,formation evaluation - dril stem test,ok,CONTINUED PERFORMING SHUT-IN BUILD-UP TEST .,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"performing, build, shut, test, continued"
15_9_19_A_1997_11_02.pdf,06:0,0:0,3865.0,formation evaluation - dril stem test,ok,CONTINUED PERFORMING SHUT-IN BUILD-UP TEST .,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"performing, build, shut, test, continued"
15_9_19_A_1997_11_03.pdf,0:0,06:0,3865.0,formation evaluation - dril st em test,ok,CONTINUED PERFORMING SHUT-IN BUILD-UP TEST.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"mpr, test, ld, anulus, 47"
15_9_19_A_1997_11_03.pdf,06:0,08:30,3865.0,formation evaluation - dril st em test,ok,COMPLETED SHUT-IN BUILD-UP TEST.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"mpr, test, ld, anulus, 47"
15_9_19_A_1997_11_03.pdf,08:30,10:30,3865.0,formation evaluation - circula ting conditioning,ok,"PRESURED UP ON ANULUS TO 20 BAR-LOCKED OPEN TESTER VALVE.PERFORMED MINI-FRAC TEST 2B. USING SEAWATER/POLYMER MIXTURE, THE FRACTU RE CLOSURE PRESURE WAS DETERMINED TO BE APROXIMATELY 55 BAR AT 3045 M TVD - TOP PERFORATION.",,,,,,"{""Depths"": [""3045 m""], ""Measurements"": [""55 bar"", ""20 bar""], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"mpr, test, ld, anulus, 47"
15_9_19_A_1997_11_03.pdf,10:30,12:0,3865.0,formation evaluation - circula ting conditioning,ok,"CONTINUED WITH THE MINI-FRAC JOB. PUMPED 14,5 M3 OF 1,47 SG MUD. PUMP RATE = 100 LPM AT 340 BAR.",,,,,,"{""Depths"": [], ""Measurements"": [""100 lpm"", ""340 bar""], ""Time"": [], ""Equipment"": []}",CIRCULATION,"mpr, test, ld, anulus, 47"
15_9_19_A_1997_11_03.pdf,12:0,14:0,3865.0,formation evaluation - circula ting conditioning,ok,"FLUSHED SURFACE TEST LINES & EQUIPMENT WITH SEAWATER.OPENED MPR & RELEASED RTS W/13MT O/PUL.CLOSED MPR & SHEARED APR-RD VALVE W/30 0BAR ANULUS PRESURE. COMPLETED THE KIL PROCEDURE BY BULHEADING 1,6 M3 1,47 SG MUD DOWN THE ANULUS - FORCING FLUID BELOW PACKER T O BE BULHEADED INTO FORMATION.",,,,,,"{""Depths"": [], ""Measurements"": [""13mt"", ""0bar""], ""Time"": [], ""Equipment"": []}",PRESSURE_TEST,"mpr, test, ld, anulus, 47"
15_9_19_A_1997_11_03.pdf,14:0,17:30,3865.0,formation evaluation - circula ting conditioning,ok,"OPENED MPR & CIRCULATED BOTOMS UP - SHUTING IN THE WEL & TAKING RETURNS THROUGH THE CHOKE LINE AFTER 2/3 ANULAR VOLUME HAD BEN P UMPED. MAX GAS READING = 3,7%. AFTER GAS DECREASED, OPENED WEL & CONTINUED CIRCULATING UP RISER - FOR A TOTAL OF 2 BOTOMS UP.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"mpr, test, ld, anulus, 47"
15_9_19_A_1997_11_03.pdf,17:30,18:0,3865.0,formation evaluation - circula ting conditioning,ok,FLOW CHECKED & PUMPED SLUG.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",TRIPPING,"mpr, test, ld, anulus, 47"
15_9_19_A_1997_11_03.pdf,18:0,0:0,375.0,formation evaluation - rig up/ down,ok,"RD SURFACE FLOWHEAD. POH/LD 5"" LANDING STRING - LD 2 LUBRICATOR VALVES. STARTED LD ST-SUBSEA TEST TRE.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",CIRCULATION,"mpr, test, ld, anulus, 47"
15_9_19_A_1997_11_04.pdf,0:0,01:0,375.0,formation evaluation - rig up/dow n,ok,COMPLETED LD ST.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"ld, jts, test tubing, torq, dst"
15_9_19_A_1997_11_04.pdf,01:0,06:0,250.0,formation evaluation - rig up/dow n,ok,"POH - LD 3 1/2"" TEST STRING. 125 JTS. LD AT REPORT TIME.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"ld, jts, test tubing, torq, dst"
15_9_19_A_1997_11_04.pdf,06:0,14:0,317.0,formation evaluation - rig up/dow n,ok,"FINISHED POH WITH 3 1/2"" TEST TUBING STRING. LD A TOTAL OF 358 JTS.",,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"ld, jts, test tubing, torq, dst"
15_9_19_A_1997_11_04.pdf,14:0,20:0,0.0,formation evaluation - rig up/dow n,ok,LD DST BHA/TOLS.,,,,,,"{""Depths"": [], ""Measurements"": [], ""Time"": [], ""Equipment"": []}",OTHER,"ld, jts, test tubing, torq, dst"
