file_name,Start time,End time,End Depth mMD,Main - Sub Activity,State,Remark,Depth mMD,Depth mTVD,Sub Equip - Syst Class,Operation Downtime (min),Equipment Repaired
15_9_19_A_1997_07_26.pdf,0:30,06:0,50,driling - trip,ok,MU BAKER WINDOWMASTER WHIPSTOCK + MILING ASEMBLY & ASOCIATED BHA. CONTINUE TIH WITH DP.,,,,,
15_9_19_A_1997_07_26.pdf,06:0,10:0,21,driling - trip,ok,"CONTINUED TIH WITH WINDOWMASTER WHIPSTOCK & MILING ASEMBLY. TAGED 9 5/8"" BRIDGE-PLUG AT 21 M DPM.",,,,,
15_9_19_A_1997_07_26.pdf,10:0,12:0,21,driling - dril,ok,ORIENTED WHIPSTOCK USING MWD. SET ANCHOR ON WHIPSTOCK.,,,,,
15_9_19_A_1997_07_26.pdf,12:0,18:0,207,driling - dril,ok,"CUT WINDOW IN 9 5/8"" CASING USING WHIPSTOCK. TOP OF WINDOW = 202 M MD - BOTOM OF WINDOW = 207 M MD. PUMPED 5 M3 HI-VIS PIL WHILE MILING AT 205 M.",,,,,
15_9_19_A_1997_07_26.pdf,18:0,21:0,213,driling - dril,ok,DRILED/MILED NEW FORMATION FROM 207 - 213 M. PUMPED 5 M3 HI-VIS PIL WHILE DRILING AT 208 M.,,,,,
15_9_19_A_1997_07_26.pdf,21:0,23:0,213,driling - dril,ok,"REAMED WINDOW. AFTER APROXIMATELY 20 TIMES, STIL UNABLE TO GO DOWN THROUGH WINDOW WITHOUT ROTATING - BASED ON USING MAXIMUM OF 12 M T WEIGHT. REAMED 5 ADITIONAL TIMES - NOW ABLE TO SLACK-OF & PICK-UP THROUGH WINDOW WITHOUT HAVING TO ROTATE STRING.",,,,,
15_9_19_A_1997_07_26.pdf,23:0,0:0,2196,driling - circulat ing conditioning,ok,PUMPED 10 M3 HI-VIS PIL & CIRCULATED HOLE CLEAN AT 200 LPM.,,,,,
15_9_19_A_1997_07_27.pdf,0:0,0:30,2196,driling - cir culating con ditioning,ok,COMPLETED CIRCULATING HOLE CLEAN. FLUSHED CHOKE & KIL LINES.,,,,,
15_9_19_A_1997_07_27.pdf,0:30,03:0,110,driling - trip,ok,"FLOW CHECKED, PUMPED SLUG & POH TO PU DRILING BHA.",,,,,
15_9_19_A_1997_07_27.pdf,03:0,04:0,110,interuption - maintain,fail,BURST HYDRAULIC HOSE ON UPER RACKING ARM - REPAIRED SAME.,,,,,
15_9_19_A_1997_07_27.pdf,04:0,06:0,0,driling - trip,ok,CONTINUED TO POH WITH MILING ASEMBLY.,,,,,
15_9_19_A_1997_07_27.pdf,06:0,06:30,0,driling - trip,ok,COMPLETED LD MILING ASEMBLY.,,,,,
15_9_19_A_1997_07_27.pdf,06:30,09:0,173,driling - trip,ok,MU DRILING BHA; MOTOR TESTED OK.,,,,,
15_9_19_A_1997_07_27.pdf,09:0,10:0,80,driling - trip,ok,TIH WITH BHA TO 80 M.,,,,,
15_9_19_A_1997_07_27.pdf,10:0,10:30,80,interuption - maintain,fail,ATEMPTED TO PERFORM WEKLY BOP FUNCTION TEST USING YELOW POD. NO FUNCTION OF EITHER ANULAR POSIBLE.,,,,,
15_9_19_A_1997_07_27.pdf,10:30,13:0,2193,driling - trip,ok,CONTINUED TO TIH TO 2193 M WHILE PULING YELOW POD.,,,,,
15_9_19_A_1997_07_27.pdf,13:0,17:0,2193,interuption - maintain,fail,FOUND CRIMPED PILOT LINE IN POD HOSE. CHANGED PILOT LINE FOR ANULARS' REGULATOR. RERAN YELOW POD & LATCHED-UP.,,,,,
15_9_19_A_1997_07_27.pdf,17:0,17:30,2193,driling - bo p activities,ok,FUNCTION TESTED BOPS USING YELOW POD - FROM RIG FLOR PANEL.,,,,,
15_9_19_A_1997_07_27.pdf,17:30,18:30,213,interuption - fish,fail,"ORIENTED BIT/MOTOR & SLACKED-OF THROUGH WINDOW.REAMED F/208-212M. STARTED DRILING-SP INCREASED 35BAR&TDS STALED Ø1630NM.FRED STUCK STRING USING 32 MT O/PUL-TORQUE STIL TRAPED IN STRING.WHILE PULING PAST 207M W/BIT,SP INCREASED AGAIN.FRED BIT PAST 207M USING 5 MT O/PUL L.THEN ABLE TO RELEASE TORQUE IN STRING ONCE ABOVE 202M.",,,,,
15_9_19_A_1997_07_27.pdf,18:30,19:30,202,driling - dril l,fail,"ATEMPTED SEVERAL TIMES TO PAS THROUGH WINDOW - UNABLE TO GO BELOW 202 M - TOP OF WINDOW IN 9 5/8"" CASING.",,,,,
15_9_19_A_1997_07_27.pdf,19:30,0:0,0,driling - trip,fail,"FLOW CHECKED, PUMPED SLUG & POH WITH DRILING BHA. BIT WAS DAMAGED - 6 OUT OF 9 BLADES ON BIT WERE DAMAGED/BROKEN. NO OTHER DAMAGE TO BHA COMPONENTS NOTED.",,,,,
15_9_19_A_1997_07_28.pdf,0:0,06:0,202,driling - trip,ok,MU MILING BHA & TIH TO WHIPSTOCK.,,,,,
15_9_19_A_1997_07_28.pdf,06:0,09:0,205,driling - dril,fail,MILED FROM 202-205 M. DECREASE IN ROP - NOT MAKING ANY PROGRES IN MILING THROUGH WINDOW.,,,,,
15_9_19_A_1997_07_28.pdf,09:0,13:30,0,driling - trip,fail,"FLOWCHECKED, PUMPED SLUG & POH WITH MILING BHA.",,,,,
15_9_19_A_1997_07_28.pdf,13:30,18:30,2187,driling - trip,ok,"TIH TO 2187 M WITH 9 5/8"" BRIDGE PLUG ON DP.",,,,,
15_9_19_A_1997_07_28.pdf,18:30,19:30,2187,driling - other,ok,SET BRIDGE PLUG AT 2187 M L.A.T. CONFIRMED SETING BY SLACKING-OF 10 MT DOWN ON PLUG.,,,,,
15_9_19_A_1997_07_28.pdf,19:30,20:30,2187,driling - circulating conditioning,ok,PUMPED 10 M3 HI-VIS PIL & CIRCULATED OUT.,,,,,
15_9_19_A_1997_07_28.pdf,20:30,0:0,0,driling - trip,ok,"FLOWCHECKED, PUMPED SLUG & POH WITH EZSV M.S.T.",,,,,
15_9_19_A_1997_07_29.pdf,0:0,06:0,60,driling - trip,ok,MU BAKER WINDOWMASTER WHIPSTOCK ASEMBLY. TIH WITH BHA ON DP.,,,,,
15_9_19_A_1997_07_29.pdf,06:0,10:0,2170,driling - trip,ok,COMPLETED TIH WITH WHIPSTOCK TO 2170 M.,,,,,
15_9_19_A_1997_07_29.pdf,10:0,1:0,2170,interuption - sidetra ck,fail,ATEMPTED TO CIRCULATE; STRING PLUGED. RU & REVERSE CIRCULATED 1 DRILSTRING VOLUME & UNPLUGED STRING.,,,,,
15_9_19_A_1997_07_29.pdf,1:0,12:30,2187,interuption - sidetra ck,ok,ORIENTED WHIPSTOCK USING MWD. SET ANCHOR ON WHIPSTOCK.,,,,,
15_9_19_A_1997_07_29.pdf,12:30,21:0,2183,interuption - sidetra ck,ok,"CUT WINDOW IN 9 5/8"" CASING USING WHIPSTOCK. TOP OF WINDOW = 2178 M; BOTOM OF WINDOW = 2183 M. FLOW RATE = APROX. 100 L PM AT 74 BAR.",,,,,
15_9_19_A_1997_07_29.pdf,21:0,0:0,2198,interuption - sidetra ck,ok,DRILED/MILED NEW FORMATION FROM 2183 - 2198M. FLOW RATE = 150 LPM AT 125 BAR.,,,,,
15_9_19_A_1997_07_30.pdf,0:0,01:0,202,interuption - sidetrack,ok,FINISHED DRILING TO 202 M - TOTAL OF 19 M OF FORMATION DRILED BEYOND WINDOW'S BOTOM. PU & SO THROUGH WINDOW 5 TIMES - N O PROBLEMS.,,,,,
15_9_19_A_1997_07_30.pdf,01:0,02:30,2175,driling - circulating cond itioning,ok,PU ABOVE TOP OF WINDOW & PUMPED 5 M3 HI-VIS PIL. CIRCULATED HOLE CLEAN AT 200 LPM AT 195 BAR. FLUSHED CHOKE & KIL LINES & B OSTED RISER.,,,,,
15_9_19_A_1997_07_30.pdf,02:30,06:0,10,driling - trip,ok,POH TO MU DRILING BHA.,,,,,
15_9_19_A_1997_07_30.pdf,06:0,07:0,0,driling - trip,ok,FINISHED HANDLING WHIPSTOCK/MILING BHA.,,,,,
15_9_19_A_1997_07_30.pdf,07:0,10:30,430,driling - trip,ok,"MU DRILING BHA & TIH TO 430 M WITH NEW 8 1/2"" PDC BIT.",,,,,
15_9_19_A_1997_07_30.pdf,10:30,1:30,430,driling - other,ok,S/C DRILINE.,,,,,
15_9_19_A_1997_07_30.pdf,1:30,12:30,430,interuption - maintain,fail,ELECTRICAL PROBLEM WITH TOP DRIVE SYSTEM; REPAIRED SAME.,,,,,
15_9_19_A_1997_07_30.pdf,12:30,16:30,2161,driling - trip,ok,CONTINUED TO TIH TO 2161 M.,,,,,
15_9_19_A_1997_07_30.pdf,16:30,17:0,2161,driling - trip,ok,ORIENTED TOL-FACE.,,,,,
15_9_19_A_1997_07_30.pdf,17:0,17:30,2190,driling - trip,ok,RIH SLOWLY-NO ROTATION OR CIRCULATION-FROM 2161 - 2190 M. WINDOW IN CASING FROM 2178 - 2183 M. MADE CHECK TRIP TO 2175 M; NO P ROBLEMS PASING THROUGH WINDOW.,,,,,
15_9_19_A_1997_07_30.pdf,17:30,18:0,202,driling - trip,ok,BROKE CIRCULATION. WASHED DOWN FROM 2190 - 202 M / TD.,,,,,
15_9_19_A_1997_07_30.pdf,18:0,0:0,231,driling - dril,ok,"DRILED/ORIENTED 8 1/2"" HOLE FROM 202 - 231 M.",,,,,
15_9_19_A_1997_07_31.pdf,0:0,06:0,2405,driling - dril,ok,"DRILED/ORIENTED 8 1/2"" HOLE FROM 231 - 2405 M .",,,,,
15_9_19_A_1997_07_31.pdf,06:0,19:0,2653,driling - dril,ok,"DRILED/ORIENTED 8 1/2"" HOLE FROM 2405-2653 M.",,,,,
15_9_19_A_1997_07_31.pdf,19:0,20:0,2653,driling - circulating conditioning,ok,CIRCULATED TO CLEAN HOLE.,,,,,
15_9_19_A_1997_07_31.pdf,20:0,0:0,271,driling - dril,ok,"DRILED/ORIENTED 8 1/2"" HOLE FROM 2653 - 271 M .",,,,,
15_9_19_A_1997_08_01.pdf,0:0,06:0,2768,driling - dril,ok,"DRILED/ORIENTED 8 1/2"" HOLE FROM 271 - 2768 M. HAD PROBLEMS TURNING WELPATH TO THE RIGHT.",,,,,
15_9_19_A_1997_08_01.pdf,06:0,07:0,2768,driling - circulating conditioning,ok,CIRCULATED HOLE CLEAN IN PREPARATION FOR TRIP OUT.,,,,,
15_9_19_A_1997_08_01.pdf,07:0,15:30,0,driling - trip,ok,"POH FOR BHA CHANGE DUE TO DIRECTIONAL PROBLEM - NOT ENOUGH TURN TO RIGHT IN AZIMUTH. NOTE-NO PROBLEM IN TOH THROUGH 9 5/8"" CASIN G WINDOW. UNABLE TO DOWNLOAD MEMORY FROM MWD AFTER TRYING FOR 1 HOUR.",,,,,
15_9_19_A_1997_08_01.pdf,15:30,21:30,2768,driling - trip,ok,"INCREASED AKO MOTOR FROM 1,2 DEGRES TO 1,5 DEGRES & MU INSERT BIT FOR DIRECTIONAL REASON/CONTROL. TIH TO 2768 M -TD. NOTE-TOK 5 M T WEIGHT TO PAS THROUGH WINDOW WITH MOTOR/BIT.",,,,,
15_9_19_A_1997_08_01.pdf,21:30,23:0,2768,driling - circulating conditioning,ok,CIRCULATED HOLE CLEAN IN PREPARATION FOR RUNING GYRO SURVEY INSIDE OF DRILSTRING. (CIRCULATION RATE = 250 LPM AT 290 BAR.) NOTE: PR EPARED/RU TO RUN GYRO WHILE CIRCULATING.,,,,,
15_9_19_A_1997_08_01.pdf,23:0,0:0,2768,driling - survey,ok,CONTINUED CIRCULATING WHILE RU TO RUN GYRO.,,,,,
15_9_19_A_1997_08_02.pdf,0:0,0:30,2768,driling - survey,ok,CONTINUED CIRCULATING WHILE RU TO RUN GYRO.,,,,,
15_9_19_A_1997_08_02.pdf,0:30,05:30,2768,driling - survey,ok,MU SIDE-ENTRY SUB INTO DRILSTRING & RIH WITH GYRO ON ATLAS E/LINE. BIT 1 JOINT OF BOTOM DURING SURVEY. RAN GYRO FROM 180 TO 2710 M. POH WITH GY RO & RD SIDE-ENTRY SUB.,,,,,
15_9_19_A_1997_08_02.pdf,05:30,06:0,271,driling - dril,ok,DRILED FROM 2768 - 271 M / SLIDING.,,,,,
15_9_19_A_1997_08_02.pdf,06:0,13:30,2783,driling - dril,ok,"DRILED FROM 271-2783 M. DECREASE IN ROP - TOK APROX. 2,5 HRS. TO DRIL LAST METER.",,,,,
15_9_19_A_1997_08_02.pdf,13:30,15:0,2190,driling - trip,ok,FLOW CHECKED & PUMPED SLUG. POH TO 2190 M WITH NO PROBLEMS.,,,,,
15_9_19_A_1997_08_02.pdf,15:0,16:0,2190,driling - dril,fail,CIRCULATED W/250LPM & ORIENTED TOLFACE PRIOR TO PULING THROUGH CSG. WINDOW. HOLE PACKED-OF & STRING TORQUED-UP & LOST CIRC-STRING STUCK 2 MIN. WORKED STRING FRE BY GOING DOWNWARDS;MAX WEIGHT SLACKED-OF=40 MT. ESTABLISHED CIRCULATION AT 60 LPM.,,,,,
15_9_19_A_1997_08_02.pdf,16:0,19:30,219,driling - dril,fail,"WORKED STRING DOWN TO 219 M BIT DEPTH - 16 M BELOW WINDOW'S BOTOM. HOLE PACKED-OF;LOST CIRCULATION SEVERAL TIMES. ATEMPTED TO ESTABLISH CI RCULATION - IN STEPS - AT DIFERENT FLOW RATES WHILE ROTATING AT 80- 120 RPM / PROBLEMS =PACKING-OF,LOST CIRCULATION, TORQUING-UP OF DRILSTRING. T ORQUE WOULD INCREASE & THEN RETURNS WOULD BE LOST.",,,,,
15_9_19_A_1997_08_02.pdf,19:30,20:30,2167,driling - dril,fail,FINALY ESTABLISHED CIRCULATION WITH FUL RETURNS AT 1860 LPM/164 BAR. STARTED MOVING UPWARDS TOWARD WINDOW-STOPED AT 218 M. ORIENTED TOL- F ACE & THEN FLOW CHECKED. STARTED PULING UP WHILE PUMPING AT 450 LPM- LOSING CIRCULATION AGAIN. STOPED PUMPING & CONTINUED POH-PULED THROUG H WINDOW WITH NO ROTATING/PUMPING WITH MAXIMUM DRAG = 5 MT.,,,,,
15_9_19_A_1997_08_02.pdf,20:30,0:0,540,driling - trip,ok,AT 2167 M - FLOW CHECKED FOR 15 MINUTES; HOLE STATIC. FLUSHED CHOKE & KIL LINES & BOSTED RISER CLEAN. CONTINUED TO POH WITH BHA.,,,,,
15_9_19_A_1997_08_03.pdf,0:0,01:30,0,driling - trip,ok,COMPLETED POH.INSERT BIT WAS CORED-OUT.,,,,,
15_9_19_A_1997_08_03.pdf,01:30,06:0,106,driling - bop activi ties,ok,RAN BOP TEST TOL TO WELHEAD.TESTED PIPE RAMS & FAIL SAFE VALVES TO 20/345 BAR; TESTED BOTH ANULARS TO 20/241 BAR. TESTED ON YELOW POD. FUNCTION TESTED ON BLUE POD - FROM SUBSEA CONTROL ROM.,,,,,
15_9_19_A_1997_08_03.pdf,06:0,06:30,0,driling - bop activi ties,ok,COMPLETED POH WITH BOP TEST TOL.,,,,,
15_9_19_A_1997_08_03.pdf,06:30,09:0,752,driling - trip,ok,MU SLICK BHA FOR CHECK TRIP & TIH TO 752 M.,,,,,
15_9_19_A_1997_08_03.pdf,09:0,1:0,752,driling - bop activi ties,ok,TESTED 2-TDS SAFETY VALVES & 1-KELY COCK TO 35/345 BAR -5/10 MINUTES.,,,,,
15_9_19_A_1997_08_03.pdf,1:0,14:0,2081,driling - trip,ok,CONTINUED TO TIH TO 2081 M.,,,,,
15_9_19_A_1997_08_03.pdf,14:0,15:30,2183,driling - trip,ok,ESTABLISHED CIRC AT 250 LPM.WASHED DOWN TO CASING WINDOW. RAN THROUGH WINDOW & PU THROUGH WINDOW WITHOUT PUMPING - NO PROBLEM S. CIRCULATED AT 150 LPM & ROTATED AT 50 RPM & RAN THROUGH WINDOW - NO PROBLEM.,,,,,
15_9_19_A_1997_08_03.pdf,15:30,16:30,207,driling - ream,ok,CONTINUED TIH; TOK WEIGHT AT 207 M. REAMED FROM 207 - 245 M; TIGHT HOLE FROM 207 - 226 M. HAD TENDENCY OF PACKING-OF. 1630 NM= MA XIMUM TORQUE EXPERIENCED.,,,,,
15_9_19_A_1997_08_03.pdf,16:30,18:30,2783,driling - trip,ok,"CONTINUED TIH; WASHED DOWN LAST 38 M TO TD - 2783 M. 0,5 M OF FIL ON BOTOM.",,,,,
15_9_19_A_1997_08_03.pdf,18:30,20:0,2783,driling - circulatin g conditioning,ok,"CIRCULATED AT 250 LPM - 204 BAR - TO CLEAN HOLE. WORKED BIT ON BOTOM BECAUSE OF PREVIOUS BIT'S CONDITION. EXCESIVE AMOUNT OF CUTIN GS BACK DURING CIRCULATION; AFTER BOTOMS UP, CAVINGS STARTED TO RETURN TO SURFACE.",,,,,
15_9_19_A_1997_08_03.pdf,20:0,2:30,2783,driling - circulatin g conditioning,ok,"INCREASED MUD WEIGHT FROM 1,50 SG TO 1,54 SG WHILE CIRCULATING AT 20 LPM. AFTER 1,54 MUD AROUND, INCREASED FLOW RATE TO 250 LPM - 210 BAR - WITH NO LOSES.",,,,,
15_9_19_A_1997_08_03.pdf,2:30,0:0,231,driling - trip,ok,"FLOW CHECKED, PUMPED SLUG & POH TO MU DRILING BHA.",,,,,
15_9_19_A_1997_08_04.pdf,0:0,01:0,231,driling - circulating c onditioning,ok,"WITH TOP OF DCS 10M BELOW WINDOW, CIRCULATED BOTOMS UP AT 231 M BIT DEPTH. 200 LPM = 127 BAR. NO UNUSUAL AMOUNT OF CUTINGS A T SHAKERS.",,,,,
15_9_19_A_1997_08_04.pdf,01:0,04:30,0,driling - trip,ok,"CONTINUED POH - MAXIMUM DRAG THROUGH WINDOW = 2,25 MT.",,,,,
15_9_19_A_1997_08_04.pdf,04:30,06:0,340,driling - trip,ok,MU NEW INSERT BIT - EHP43AFLDK - & MU SLICK DRILING BHA WITH MOTOR & MWD.,,,,,
15_9_19_A_1997_08_04.pdf,06:0,1:0,2783,driling - trip,ok,RIH TO 2160M. ESTABLISHED CIRC WITH 250 LPM AND ORIENTED TOLFACE. RUN THROUGH WINDOW WITH NO ROTATION OR CIRCULATION AND CO NTINUED RIH WITH NO PROBLEMS. WASHED LAST STAND TO TD.,,,,,
15_9_19_A_1997_08_04.pdf,1:0,0:0,2970,driling - dril,ok,"DRILED AND ORIENTED 8 1/2"" HOLE FROM 2783 - 2970 M.",,,,,
15_9_19_A_1997_08_05.pdf,0:0,06:0,3052,driling - dril,ok,"DRILED AND ORIENTED 8 1/2"" HOLE FROM 2970 M - 3052 M.",,,,,
15_9_19_A_1997_08_05.pdf,06:0,06:30,3057,driling - dril,ok,"DRILED 8 1/2"" HOLE FROM 3052 - 3057 M / ROTATING.",,,,,
15_9_19_A_1997_08_05.pdf,06:30,09:30,3057,driling - circulating cond itioning,ok,CIRCULATED HOLE CLEAN & BOSTED RISER. HAD EXCESIVE AMOUNT OF CUTINGS OVER THE SHAKERS.,,,,,
15_9_19_A_1997_08_05.pdf,09:30,1:30,2707,driling - trip,ok,MADE SHORT TRIP TO 2707 M & RIH TO TD - WASHED DOWN LAST STAND TO TD - NO PROBLEMS.,,,,,
15_9_19_A_1997_08_05.pdf,1:30,12:30,3057,driling - trip,ok,"CIRCULATED HOLE CLEAN & BOSTED RISER. SHORT TRIP GAS=4,38% CORECTED.",,,,,
15_9_19_A_1997_08_05.pdf,12:30,15:0,253,driling - trip,ok,POH TO 253 FOR BIT & BHA CHANGE.,,,,,
15_9_19_A_1997_08_05.pdf,15:0,16:30,253,driling - circulating cond itioning,ok,"WITH TOP OF DCS 10 M BELOW CASING WINDOW, CIRCULATED BOTOMS UP AT 200 LPM. ORIENTED TOLFACE AT 5 DEGRES & PULED TH ROUGH WINDOW WITH NO OVERPUL.",,,,,
15_9_19_A_1997_08_05.pdf,16:30,19:30,0,driling - trip,ok,COMPLETED POH.,,,,,
15_9_19_A_1997_08_05.pdf,19:30,0:0,1270,driling - trip,ok,MU NEW PDC BIT WITH STABILIZED DRILING BHA; PU NEW MOTOR DUE TO WEAR. TIH TO 1270 M.,,,,,
15_9_19_A_1997_08_06.pdf,0:0,02:0,2135,driling - trip,ok,CONTINUED TO TIH TO 2135 M.,,,,,
15_9_19_A_1997_08_06.pdf,02:0,03:0,210,driling - dril,ok,FILED DRILSTRING. CIRCULATED AT 1985 LPM /196 BAR ; ORIENTED BIT TO 65 DEG. RIGHT & RIH THROUGH CASING WINDOW.,,,,,
15_9_19_A_1997_08_06.pdf,03:0,04:30,3057,driling - trip,ok,COMPLETED TIH TO TD-3057 M. WASHED LAST STAND TO BOTOM - NO FIL.,,,,,
15_9_19_A_1997_08_06.pdf,04:30,06:0,3057,driling - circulating con ditioning,ok,"TOK SCRS. INCREASE IN GAS TO 6,9 % - CORECTED. COMPLETED CIRCULATING BOTOMS UP PRIOR TO DRILING. GAS DECREASED TO 0,5 %. STARTED DRILING 8 1/2"" HOLE AT 0546 HRS.",,,,,
15_9_19_A_1997_08_06.pdf,06:0,0:0,369,driling - dril,ok,"DRILED 8 1/2"" HOLE FROM 3057 - 369 M.",,,,,
15_9_19_A_1997_08_07.pdf,0:0,01:30,379,driling - dril,ok,"DRILED 8 1/2"" HOLE FROM 369 - 379 M. HAD INCREASING AMOUNT OF CAVINGS IN RETURNS.",,,,,
15_9_19_A_1997_08_07.pdf,01:30,03:30,379,driling - circulatin g conditioning,ok,CIRCULATED UNTIL SHAKERS CLEANED-UP BECAUSE OF INCREASE IN HOLE DRAG. BOSTED RISER & FLUSHED CHOKE/KIL LINES. FLOW RATE = 250 LPM. NOTE: EXCESIVE AMOUNT OF CUTINGS TO SURFACE; TOK 3 BOTOMS UP FOR SHAKERS TO CLEAN-UP.,,,,,
15_9_19_A_1997_08_07.pdf,03:30,06:0,390,driling - dril,ok,"DRILED 8 1/2"" HOLE FROM 379 - 390 M.",,,,,
15_9_19_A_1997_08_07.pdf,06:0,17:0,3494,driling - dril,ok,DRILED 8 1/2' HOLE FROM 390 - 3494 M.,,,,,
15_9_19_A_1997_08_07.pdf,17:0,18:0,3494,driling - circulatin g conditioning,ok,CIRCULATED UNTIL SHAKERS CLEANED UP BECAUSE OF INCREASE IN TORQUE + DRAG AND INCREASE OF PRESENCE OF CASINGS. BOSTED RISER.,,,,,
15_9_19_A_1997_08_07.pdf,18:0,0:0,350,driling - dril,ok,DRILED 8 1/2' HOLE FROM 3494 - 350 M.,,,,,
15_9_19_A_1997_08_08.pdf,0:0,0:30,352,driling - dril,ok,DRILED 8 1/2' HOLE FROM 350 - 352 M.,,,,,
15_9_19_A_1997_08_08.pdf,0:30,02:0,352,driling - circulating conditioning,ok,CIRCULATED UNTIL SHAKERS CLEANED UP BECAUSE OF INCREASE IN DRAG + IN PREPARATION TO ORIENT. BOSTED RISER. NOTE: EXCESIVE AMOUNT OF LARGE CASINGS TO SURFACE; TOK 2.5 X BOTOMS UP FOR SHAKERS TO CLEAN UP.,,,,,
15_9_19_A_1997_08_08.pdf,02:0,06:0,3573,driling - dril,ok,DRILED 8 1/2' HOLE FROM 352 - 3573 M. UNABLE TO STER DUE TO HANGING UP ON STABILIZERS AND FREQUENT STALING PROBLEMS.,,,,,
15_9_19_A_1997_08_08.pdf,06:0,15:0,3632,driling - dril,ok,"DRILED 8 1/2"" HOLE FROM 3573M TO 3632M. UNABLE TO STER TO ACHIVE TARGET.",,,,,
15_9_19_A_1997_08_08.pdf,15:0,17:30,3632,driling - circulating conditioning,ok,"CIRC HOLE CLEAN. DROP CARBIDE, EST HOLE SIZE 10,47 IN. CAVINGS RATE AT 10 L/HR AFTER CIRC 1,5 BTM UP. BOSTED RISER.",,,,,
15_9_19_A_1997_08_08.pdf,17:30,0:0,0,driling - trip,ok,"FLOW CHECK 10 MIN, OK. PUMP SLUG. POH. WEL SLICK. FLOW CHECK INSIDE SHOE AND BEFORE BHA ENTERED BOP. L/DOWN 1 DC, 2 STABILIZERS AND BIT.",,,,,
15_9_19_A_1997_08_09.pdf,0:0,03:30,1040,driling - trip,ok,"MADE UP NEW BIT, SET AKO TO 1,5 DEGR TILT, UNLOAD MWD AND M/UP NEW JAR AND RIH TO 1040M.",,,,,
15_9_19_A_1997_08_09.pdf,03:30,04:0,1040,driling - trip,ok,FIL DRIL PIPE AND TEST MWD. FAIL TO GET SIGNALS FROM MWD. RE-BOT MWD COMPUTER AND GOT SIGNALS OK.,,,,,
15_9_19_A_1997_08_09.pdf,04:0,05:30,2160,driling - trip,ok,CONTINUE RIH TO 2160M.,,,,,
15_9_19_A_1997_08_09.pdf,05:30,06:0,2160,driling - other,ok,SLIP AND CUT DRILING LINE.,,,,,
15_9_19_A_1997_08_09.pdf,06:0,06:30,2160,driling - other,ok,"CONTINUED TO SLIP AND CUT 3,5M DRILING LINE.",,,,,
15_9_19_A_1997_08_09.pdf,06:30,07:0,2185,driling - trip,ok,ORIENTED TOL FACE AND ENTERCSG WINDOW. P/UP 4-5 T DRAG OUTSIDE WINDOW,,,,,
15_9_19_A_1997_08_09.pdf,07:0,10:30,3632,driling - trip,ok,RIH TO 3612M. WASHED DOWN TO BTM AT 3632M.,,,,,
15_9_19_A_1997_08_09.pdf,10:30,14:30,3653,driling - dril,ok,"DRIL 8 1/2"" HOLE IN ORIENTED MODE FROM 3632 TO 3653M. NO SIGNALS FROM MWD.",,,,,
15_9_19_A_1997_08_09.pdf,14:30,16:30,2653,interuption - repair,fail,CIRC UNTIL SHAKERS CLEARED UP. BOSTED RISER.,,,,,
15_9_19_A_1997_08_09.pdf,16:30,18:30,270,interuption - repair,fail,"FLOW CHECK, OK. PUMP SLUG. POH TO CHANGE MWD.",,,,,
15_9_19_A_1997_08_09.pdf,18:30,19:0,270,interuption - repair,fail,ATEMPT TO GET COMUNICATION WITH MWD WITHOUT SUCES.,,,,,
15_9_19_A_1997_08_09.pdf,19:0,21:0,120,interuption - repair,fail,PUMP SLUG. POH. GOT 15 T DRAG AT 120M.,,,,,
15_9_19_A_1997_08_09.pdf,21:0,21:30,120,interuption - repair,fail,"CIRC 1,25 BTM UP AT 120M. BOST RISER. GOT FAIR AMOUNT OF LARGE SIZE TYPE CAVINGS OVER SHAKERS.",,,,,
15_9_19_A_1997_08_09.pdf,21:30,0:0,0,interuption - repair,fail,"FLOW CHECK, OK CONTINUE POH AND L/DOWN MWD AND BIT. START RELOAD NEW MWD.",,,,,
15_9_19_A_1997_08_10.pdf,0:0,0:30,0,interuption - repair,fail,CONTINUE CHANGE MWD AND LOAD SAME. M/UP NEW BIT.,,,,,
15_9_19_A_1997_08_10.pdf,0:30,04:0,2160,interuption - repair,fail,RIH TO CSG WINDOW AT 2160M. TESTED MWD OK AT 100M.,,,,,
15_9_19_A_1997_08_10.pdf,04:0,04:30,2185,interuption - repair,fail,FIL PIPE AND ORIENTED TOL FACE AND ENTER INTO CSG WINDOW WITHOUT OBSTRUCTIONS.,,,,,
15_9_19_A_1997_08_10.pdf,04:30,06:0,3056,interuption - repair,fail,CONTINUED RIH TO CURENT DEPTH 3085M.,,,,,
15_9_19_A_1997_08_10.pdf,06:0,08:0,3653,interuption - repair,fail,CONTINUED RIH TO 3640M. WASH TO BTM AT 3653M. NO FIL.,,,,,
15_9_19_A_1997_08_10.pdf,08:0,1:30,3673,driling - dril,ok,"DRILED 8 1/2"" HOLE FROM 3653 - 3673M. FLOW CHECK DRILING BREAK AT FROM 3670M - 3673M.",,,,,
15_9_19_A_1997_08_10.pdf,1:30,12:30,3673,driling - circulating conditioning,ok,CIRC FOR GEOLOGHICAL SAMPLES.,,,,,
15_9_19_A_1997_08_10.pdf,12:30,19:0,3724,driling - dril,ok,CONTINUED DRILING FROM 3673M - 3724M. FLOW CHECK AT 3717M.,,,,,
15_9_19_A_1997_08_10.pdf,19:0,20:0,3724,driling - circulating conditioning,ok,CIRC FOR GEOLOGHICAL SAMPLES.,,,,,
