file_name,Start time,End time,End Depth mMD,Main - Sub Activity,State,Remark,Depth mMD,Depth mTVD,Sub Equip - Syst Class,Operation Downtime (min),Equipment Repaired
15_9_F_10_2009_04_11.pdf,07:15,1:15,136,driling - tr ip,ok,"Made up 26"" driling BHA comprising of 26"" bit/stab/motor, GWD and powerpulse. Established scribeline from bent sub to MWD and recorded corection. Made up UBHO and adjusted lan ding sub as required. Made 8 1/4"" DC stand and DC/jar stand. Recesed operation for TDS service/repair.",,,,,
15_9_F_10_2009_04_11.pdf,1:15,19:30,136,interuption - other,ok,"Changed around stabilizing liners on TDS due to observed wear on drilpipe couplings. Observed rear liner crest more worn than front liner crest. Discused options. Caried out rig repair of worn liner, i.e. clad welding. Instaled modified liner crests on TDS. Coment : New stabilizer liners ordered from rig 30/1-09. Order sendt from Maersk ofice in town to suplier 8/4-09.",,,,,
15_9_F_10_2009_04_11.pdf,19:30,21:15,175,driling - d ril,ok,"Moved diverter away from setback. RIH and stabed 26"" BHA into 30"" conductor asisted by ROV. RIH to 175 m MD. ROV hoked up to CTS hose.",,,,,
15_9_F_10_2009_04_11.pdf,21:15,2:15,175,interuption - other,ok,Made up TDS to test modified stabilizing liner on TDS. Observed scores on DP coupling when rotating pipe. Discused situation. Opened IBOP and rotated pipe - observed no contact bet wen dies and DP coupling. Decided to continue operation without repair/modifications.,,,,,
15_9_F_10_2009_04_11.pdf,2:15,23:15,201,driling - d ril,ok,"Removed masterbushing and instaled auto slips. Staged up pumps for washing down inside 30"" conductor. Observed large shocks in drilstring. Ran ROV to observation position by CTS. RIH to 180 m MD, no hang ups observed. Staged up pumps to 350 lpm and comenced rotation at 60 rpm. Washed down and taged shoe/top of cement at 201 m MD.",,,,,
15_9_F_10_2009_04_11.pdf,23:15,0:0,207,driling - c asing,ok,"Driled cement and shoe. Parameters : Flow 230-350 lpm / SP 48-95 bar / 40 RPM / WOB < 1 MT / Torque 2-3 kNm. Broke through shoe at ~203 m MD. Cleaned out rathole down to 207 m MD, reamed back every 2 m driled.",,,,,
15_9_F_10_2009_04_12.pdf,0:0,0:30,207,driling - ca sing,ok,Reciprocated acros rathole and shoe 4 times. Swept hole with 20 m3 hivis pil.,,,,,
15_9_F_10_2009_04_12.pdf,0:30,01:45,217,driling - dril,ok,"Driled 26"" hole from 207 m to 217 m MD. Driling parameters : Flow 350 lpm / SP 98 bar / 40 RPM / WOB < 1 MT / Torque 2-3 kNm. Secured string on Centralizer deck. Performed gMWD survey - out of specification. Continuos MWD survey 0-0,57 deg.",,,,,
15_9_F_10_2009_04_12.pdf,01:45,03:45,28,driling - dril,ok,"Driled 26"" hole from 217 m to 28 m MD. Driling parameters : Flow 350 lpm / SP 48-95 bar / 40 RPM / WOB < 1 MT / Torque 2-3 kNm. Observed eratic string and torque peaks of 6-7 kNm at 27 m MD. Secured string on Centralizer deck. Performed gmWD survey - out of specification. MWD survey inclination 0,21 deg.",,,,,
15_9_F_10_2009_04_12.pdf,03:45,04:0,231,driling - dril,ok,"Driled 26"" hole from 28 m to 231 m MD. Driling parameters : Flow 350 lpm / SP 10 bar / 40 RPM / WOB 1-2 MT / Torque 2-3 kNm. Observed lose guide on automatic slips. Pick ed of botom and stoped driling.",,,,,
15_9_F_10_2009_04_12.pdf,04:0,04:15,231,interuption - - other,ok,Removed automatic slips from rotary for repair. Continued operation with manual slips.,,,,,
15_9_F_10_2009_04_12.pdf,04:15,05:0,23,driling - dril,ok,"Driled 26"" hole from 231 m to 23 m MD. Driling parameters : Flow 350 lpm / SP 10 bar / 40 RPM / WOB 1-2 MT / Torque 2-3 kNm. Secured string on Centralizer deck. Performe d gMWD survey - out of specification. MWD survey inclination 0,26 deg.",,,,,
15_9_F_10_2009_04_12.pdf,05:0,06:0,239,driling - dril,ok,"Driled 26"" hole from 23 m to 239 m MD. Driling parameters : Flow 350 lpm / SP 10 bar / 40 RPM / WOB 3-5 MT / Torque 2-4 kNm.",,,,,
15_9_F_10_2009_04_12.pdf,06:0,07:15,245,driling - dril,ok,"Driled 26"" hole from 239 to 245 m MD. Driling parameters : Flow 350 lpm / SP 10 bar / 40 RPM / WOB 3-5 MT / Torque 2-4 kNm. Secured DP at Centralizer deck. Performed gM WD survey - acepted (inc 0,24 / azi 238 deg).",,,,,
15_9_F_10_2009_04_12.pdf,07:15,07:30,245,driling - dril,ok,Reamed interval 230-246 m MD in order to reduce inclination. Parameters : Flow 350 lpm / SP 97 bar / 40 RPM / Torque 2-4 kNm.,,,,,
15_9_F_10_2009_04_12.pdf,07:30,08:0,24,driling - dril,ok,Riged up WL for performing singel shot survey.,,,,,
15_9_F_10_2009_04_12.pdf,08:0,08:45,24,driling - dril,ok,Ran singel shot survey. Landed gyro in UBHO at 208 m MD and performed survey. POH with WL.,,,,,
15_9_F_10_2009_04_12.pdf,08:45,09:0,24,driling - dril,ok,Riged down WL equipment.,,,,,
15_9_F_10_2009_04_12.pdf,09:0,1:15,246,driling - dril,ok,"Reamed interval 22-246 m MD in order to reduce inclination. Parameters : Flow 350 lpm / SP 95 bar / 140 RPM / Torque 2-4 kNm. Pumped 2 x 10 m3 hivis pils. Reduced iclinatio n from 0,53 deg to 0,16 deg.",,,,,
15_9_F_10_2009_04_12.pdf,1:15,13:30,257,driling - dril,ok,"Driled 26"" hole from 246 m to 257 m MD. Driling parameters : Flow 350 lpm / SP 10 bar / 40 RPM / WOB 3-5 MT / Torque 2-4 kNm. Secured DP at Centralizer deck. Performed g MWD survey - acepted. Pumped 10 m3 hivis pil.",,,,,
15_9_F_10_2009_04_12.pdf,13:30,14:15,257,interuption - - other,ok,Changed to slimer type dies in TDS pipe handler in order to minimize scoring of DP couplings.,,,,,
15_9_F_10_2009_04_12.pdf,14:15,20:15,298,driling - dril,ok,"Driled 26"" hole from 257 m to 298 m MD. Flow 310-350 lpm / SP ~10 bar / 40 RPM / WOB 2-3 MT / Torque 2-4 kNm. Secured DP at Centralizer deck and performed gMWD surv ey every singel driled. Pumped hivs every singel.",,,,,
15_9_F_10_2009_04_12.pdf,20:15,20:45,298,driling - dril,ok,Riged up WL for performing singel shot survey. Marked pipe and rotary for toface orientation.,,,,,
15_9_F_10_2009_04_12.pdf,20:45,21:15,298,driling - dril,ok,Ran singel shot survey. Landed gyro in UBHO at 256 m MD and performed survey. Adjusted tolface to ~132 deg and repeated surveys as required. POH with WL.,,,,,
15_9_F_10_2009_04_12.pdf,21:15,21:45,298,driling - dril,ok,Riged down WL equipment. Made up TDS and performed gMWD survey.,,,,,
15_9_F_10_2009_04_12.pdf,21:45,2:0,298,interuption - - other,ok,Inserted automatic slips (after repair job).,,,,,
15_9_F_10_2009_04_12.pdf,2:0,2:15,298,driling - dril,ok,Perfomed gMWD survey. Staged up pumps to 300 lpm for sliding.,,,,,
15_9_F_10_2009_04_12.pdf,2:15,0:0,328,driling - dril,ok,Initiated kick of acording to Ds instructions. Driled/slided from 298 m to 328 m MD. Driling parameters : Flow 300 lpm / SP ~75 bar / 87-121 RPM / WOB 2-10 MT / Torque 1-4 kNm. Performed gMWD survey at 316 m MD.,,,,,
15_9_F_10_2009_04_12.pdf,0:0,,,,,Hydraulic leakage on AFT Iron roughneck.,36,,pipe handling equ syst - dril flor tube handl syst,0,0:0
15_9_F_10_2009_04_13.pdf,0:0,02:0,38,driling - dril,ok,"Tok 2 gMWD surveys at 328 m MD. Driled 26"" hole / slided from 328 m to 38 m MD. Driling parameters : Flow 300 lpm / SP ~82 bar / 83 RPM / WOB 5-7 MT / Torque 3 kNm. Perfomed 3 gMWD surveys at 38 m MD. Obtained survey within specification on 3rd atempt.",,,,,
15_9_F_10_2009_04_13.pdf,02:0,03:15,354,driling - dril,ok,"Driled 26"" hole / slided from 38 m to 354 m MD. Driling parameters : Flow 300 lpm / SP ~75 bar / ~85 RPM / WOB 5-6 MT / Torque 3-5 kNm. Secured DP at Centralizer deck an d tok gMWD survey at 354 m MD - ok.",,,,,
15_9_F_10_2009_04_13.pdf,03:15,06:0,390,driling - dril,ok,"Driled 26"" hole / slided from 354 m to 390 m MD. Driling parameters : Flow 300 lpm / SP 50-105 bar / 90-180 RPM / WOB 5-10 MT / Torque 4-8 kNm. Secured DP at Centralizer deck and tok gMWD survey as instructed by D.",,,,,
15_9_F_10_2009_04_13.pdf,06:0,10:30,459,driling - dril,ok,"Driled 26"" hole / slided from 390 m to 459 m MD. Driling parameters : Flow 350 lpm / SP 50-12 bar / 90-180 RPM / WOB 5-10 MT / Torque 4-7 kNm / ROP 40 m/hr. Pumped 2-3 hivis pils per stand.",,,,,
15_9_F_10_2009_04_13.pdf,10:30,10:45,459,driling - dril,ok,Riged up WL equipment to run gyro.,,,,,
15_9_F_10_2009_04_13.pdf,10:45,12:15,459,driling - dril,ok,"Ran WL gyro. Landed gyro in UBHO at 420 m MD and performed survey. Experienced noise interference downhole. POH with WL gyro and changed seting from North seking to li ne of sight. RIH with gyro and landed in UBHO. Perfomed survey. POH with WL gyro, performed contiunous survey on way out.",,,,,
15_9_F_10_2009_04_13.pdf,12:15,12:30,459,driling - dril,ok,Riged down WL equipment.,,,,,
15_9_F_10_2009_04_13.pdf,12:30,2:30,620,driling - dril,ok,"Driled 26"" hole / slided from 459 m to 620 m MD. Driling parameters Flow 310-450 lpm / SP 85-17 bar/ 130-20 rpm / WOB 4-15 MT / Torque 5-12 kNm / ROP 30-60 m/hr. Perf ormed gMWD/MWD survey on every single. Pumped 2-3 hivis pils per stand.",,,,,
15_9_F_10_2009_04_13.pdf,2:30,0:0,60,driling - dril,ok,"Driled 26"" hole / slided from 620 m to 60 m MD. Driling parameters Flow 310-450 lpm / SP 95-180 bar/ 130-20 RPM / WOB 4-15 MT / Torque 5-12 kNm / ROP 30-50 m/hr. Per formed gMWD/MWD on every conection. Pumped 2-3 hivis pils per stand.",,,,,
15_9_F_10_2009_04_13.pdf,0:0,,,,,"When driling 26"" hole section it was observed that the PS-21 slips was damaged. One of the guides where partly lose and a bolt was damaged. The P S-21 was removed for repair and the operation continued using manual slips. Repaired PS-21 and re-inserted in",231,,pipe handling eq u syst - other,0,0:0
15_9_F_10_2009_04_14.pdf,0:0,03:45,742,driling - dril,ok,"Driled 26"" hole / slided from 60 m to 742 m MD. Driling parameters Flow 310-450 lpm / SP 90-20 bar/ 130-20 RPM / WOB 15-20 MT / Torque 12-15 kNm / ROP 20-40 m/hr. Pe rformed gMWD/MWD on every conection. Obtained 3rd consecutive quality survey MWD versus gMWD. Pumped 2-3 hivis pils per stand.",,,,,
15_9_F_10_2009_04_14.pdf,03:45,06:0,798,driling - dril,ok,"Driled 26"" hole / slided from 742 m to 798 m MD. Driling parameters Flow 310-450 lpm / SP 105-20 bar/ 130-20 RPM / WOB 15-20 MT / Torque 12-15 kNm / ROP 15-25 m/hr. P erformed MWD survey on every conection. Pumped 2-3 hivis pils per stand.",,,,,
15_9_F_10_2009_04_14.pdf,06:0,09:15,862,driling - dril,ok,"Driled 26"" hole / slided from 798 m to 862 m MD. Driling parameters : Flow 310-450 lpm / SP 105-20 bar/ 130-20 RPM / WOB 15-20 MT / Torque 12-15 kNm / ROP 15-35 m/hr. Performed MWD survey on every conection. Pumped 2-3 hivis pils per stand.",,,,,
15_9_F_10_2009_04_14.pdf,09:15,10:45,862,driling - dril,ok,Reamed/reciprocated last stand 3 times in order to clean hole before entering Utsira. Pumped 15 m3 hivs pil. Parameters : Flow 400-450 lpm / SP 137-174 bar/ 140-170 RPM / To rque 3-5 kNm.,,,,,
15_9_F_10_2009_04_14.pdf,10:45,13:0,893,driling - dril,ok,"Driled 26"" hole / slided from 862 m to 893 m MD. Driling parameters : Flow 450 lpm / SP ~190 bar/ 130 RPM / WOB 10-20 MT / Torque 3-5 kNm / ROP 10-20 m/hr. Performed MW D survey on every conection. Pumped 2-3 hivis pils per stand. Encountered top of Utsira at 892 m MD observed by driling break.",,,,,
15_9_F_10_2009_04_14.pdf,13:0,18:15,1090,driling - dril,ok,"Driled 26"" hole / slided from 893 m to 1090 m MD. Driling parameters : Flow 350 lpm / SP 10-130 bar/ 10 RPM / WOB 5-10 MT / Torque 0-4 kNm / ROP 50-130 m/hr. Performed MWD survey on every conection. Pumped 2-3 hivis pils per stand.",,,,,
15_9_F_10_2009_04_14.pdf,18:15,0:0,148,driling - dril,ok,"Driled 26"" hole / slided from 1090 to 148 m MD. Driling parameters : Flow 400-450 lpm / SP 150-190 bar/ 130-20 RPM / WOB 10-20 MT / Torque 0-20 kNm / ROP 10-20 m/hr. Performed MWD survey on every conection. Pumped 2-3 hivis pils per stand. Encountered hard stringers at 116, 124 and 134 m MD",,,,,
15_9_F_10_2009_04_15.pdf,0:0,06:0,1265,driling - dril,ok,"Driled 26"" hole / slided from 148 m to 1265 m MD. Driling parameters : Flow 300-400 lpm / SP 150-180 bar/ 15-20 RPM / WOB 8-20 MT / Torque 5-15 kNm / ROP 10-20 m/hr. Reamed 2 last stands driled in order to cater for driling the Skade formation. Pumped 2-3 hivis pils per stand.",,,,,
15_9_F_10_2009_04_15.pdf,06:0,12:15,140,driling - dril,ok,"Driled 26"" hole / slided from 1265 m to section TD at140 m MD. Driling parameters : Flow 350-450 lpm / SP 130-190 bar/ 10-170 RPM / WOB 5-20 MT / Torque 5-20 kNm / RO P 40-150 m/hr. Pumped 2-3 x 30 m3 hivis pils per stand. Perfomed MWD survey on every conection. Maintained tolface highside when driling Skade sand. Top Skade at 1234 m M D and base Skade at 1364 m MD.",,,,,
15_9_F_10_2009_04_15.pdf,12:15,14:30,140,driling - circu lating conditio ning,ok,Circulated hole clean. Pumped 2 x 30 m3 hivis pils. Reciprocated stand betwen 140 m and 1384 m MD. Parameters : Flow 450 lpm / SP 180-190 bar / 170-20 RPM / Torque 9-1 4 k Nm.,,,,,
15_9_F_10_2009_04_15.pdf,14:30,15:45,140,driling - circu lating conditio ning,ok,"Displaced wel partly to put 1,40 sg KCl mud to above Utsira formation. Pumped a total of 252 m3 KCl mud. Parameters : Flow 450 lpm / SP 205-215 bar / 170 RPM / Torque 7-14 kN m.",,,,,
15_9_F_10_2009_04_15.pdf,15:45,19:30,123,driling - trip,ok,"POH with 26"" driling BHA from 140 m to 123 m MD. Tok 30-50 MT overpul when puling through Skade sand. Worked string with rotation/flow as limited by torque and overpul. P aramaters : Flow 20-100 lpm / SP 2-5 bar / 20-30 RPM / Torque 10-35 kNm. String fre with normal weight when bit above Skade sand.",,,,,
15_9_F_10_2009_04_15.pdf,19:30,20:30,958,driling - trip,ok,"POH with 26"" drling BHA from 123 to 958 m MD.",,,,,
15_9_F_10_2009_04_15.pdf,20:30,0:0,916,driling - trip,ok,"Encounterd thight hole at 958 m MD, tok 20-30 MT overpul. Worked string with rotation/flow as limited by torque and overpul. Parameters : Flow 20-80 lpm / SP 2-5 bar / 30 RPM / Torque 6-28 kNm.",,,,,
15_9_F_10_2009_04_16.pdf,0:0,01:45,87,driling - trip,ok,Continued working string from 916 m to 87 m MD. Worked string with rotation/flow as limited by torque and overpul. Parameters : Flow 20 lpm / SP 2-3 bar / 30 RPM / Tor que 6-3 kNm.,,,,,
15_9_F_10_2009_04_16.pdf,01:45,03:15,540,driling - trip,ok,"POH with 26"" driling BHA from 87 m to 540 m MD. Worked thight area from 650 m to 640 m MD.",,,,,
15_9_F_10_2009_04_16.pdf,03:15,03:45,495,driling - circulatin g conditioning,ok,"Displaced wel above 50 m MD to 1,40 sg KCl mud while pulling stand. Pumped a total of 143 m3 mud. Parameters : Flow 450 lpm / SP 20-210 bar / 30 RPM (string) / To rque 4-7 kNm. Isued notice to shut-in adjacent wels at 03:30.",,,,,
15_9_F_10_2009_04_16.pdf,03:45,05:15,250,driling - trip,ok,"POH with 26"" driling BHA from 495 m to 250 m MD. Worked tight area from 450 m to 430 m MD.",,,,,
15_9_F_10_2009_04_16.pdf,05:15,05:30,250,driling - circulatin g conditioning,ok,"At 250 m MD, toped up wel by pumping 15 m3 1,40 sg KCl mud. Flow 180 lpm / SP 34 bar. Meanwhile performed tolbox talk for puling BHA.",,,,,
15_9_F_10_2009_04_16.pdf,05:30,06:0,146,driling - trip,ok,"POH with 26"" driling BHA from 250 m to 146 m MD. Removed PS-21 slips and instaled master bushing. Confirmed adjacent wels shut in at 05:45.",,,,,
15_9_F_10_2009_04_16.pdf,06:0,06:15,136,driling - dril,ok,"POH with 26"" driling BHA from 146 m MD to 136 MD. Observed with ROV when coming through CTS funel / 30"" conductor.",,,,,
15_9_F_10_2009_04_16.pdf,06:15,07:0,107,driling - trip,ok,"POH and racked back stand of 8,25"" DC. Broke and laid out jar.",,,,,
15_9_F_10_2009_04_16.pdf,07:0,09:45,40,driling - trip,ok,"Broke and racked back stand of 8,25"" DC and stand of 9,25"" NMDC. Broke conection betwen gMWD and MWD, retrieved gyro insert, re-made conection. Atempted to rack to rack back 26"" driling BHA in derick - negative - to high weight in PRS. Large amounts of clay traped on BHA.",,,,,
15_9_F_10_2009_04_16.pdf,09:45,10:0,40,driling - trip,ok,Held tolbox talk for breaking BHA.,,,,,
15_9_F_10_2009_04_16.pdf,10:0,1:45,0,driling - trip,ok,"Broke and laid out UBHO, MWD, GMWD and stab/motor/26"" bit. Meanwhile removed CTS funel from conductor using aft crane asisted by ROV.",,,,,
15_9_F_10_2009_04_16.pdf,1:45,12:45,0,driling - trip,ok,Cleared and tidied drilflor. Prepared for riging casing runing equipment.,,,,,
15_9_F_10_2009_04_16.pdf,12:45,14:0,0,driling - casing,ok,Removed DP elevator and driling bails. Moved casing casing tong and frame to IR tracks. Hoked up hydraulics to casing tong.,,,,,
15_9_F_10_2009_04_16.pdf,14:0,14:15,0,driling - casing,ok,Held tolbox talk prior to derick inspection. Isolated equipment.,,,,,
15_9_F_10_2009_04_16.pdf,14:15,15:0,0,driling - casing,ok,Performed inspection of derick and TDS using manrider.,,,,,
15_9_F_10_2009_04_16.pdf,15:0,19:0,0,driling - casing,ok,Made up LaFleur circulating tol. Instaled long bails. Instaled 310 MT BX elevator and hoked up hydraulics. Meanwhile ROV performed digiquartz measurement of conducto r elevation releative to F-15 - 1 m deviation.,,,,,
15_9_F_10_2009_04_16.pdf,19:0,19:30,0,driling - casing,ok,"Held tolbox talk for runing 20"" casing. Made adjustments on Lafleur spacing.",,,,,
15_9_F_10_2009_04_16.pdf,19:30,21:30,26,driling - casing,ok,"Picked up 20"" shoe joint. Hung of in rotary and secured with dog colar. Tested float for flowthough - ok. Picked up and made up 20"" intermediate joint. Adjusted stabing arm and casing tong. Aplied threadlock and made up conection to 4600 ft lbs (max available torque). RIH.",,,,,
15_9_F_10_2009_04_16.pdf,21:30,2:15,40,driling - casing,ok,"Picked up 20"" landing colar joint. Checked threads. Aplied threadlock and made up conection to 4600 ft lbs. Found spacing to make up mark to be aprox 5 m short. Disc used situation and decided to continue operation.",,,,,
15_9_F_10_2009_04_16.pdf,2:15,0:0,78,driling - casing,ok,"RIH with 20"" 13# N80 Tenaris ER casing w/centralizers from 40 m to 78 m MD. Checked floats for inflow - ok.",,,,,
15_9_F_10_2009_04_17.pdf,0:0,02:0,139,driling - casi ng,ok,"RIH with 20"" 13# N80 Tenaris ER casing w/centralizers from 78 m to 139 m MD.",,,,,
15_9_F_10_2009_04_17.pdf,02:0,02:30,150,driling - casi ng,ok,"Stabed 20"" casing into conductor. Used ROV push buckle to asist. Isued instruction to start production in adjacent wels at 02:28.",,,,,
15_9_F_10_2009_04_17.pdf,02:30,03:45,214,driling - casi ng,ok,"RIH with 20"" 13# N80 Tenaris ER casing from 150 m to 214 m MD. Filed casing with KCl mud every 5th joint.",,,,,
15_9_F_10_2009_04_17.pdf,03:45,04:45,214,driling - casi ng,ok,Removed master bushing. Instaled PS-30 slips which was chalenging due to large OD casing through RT.,,,,,
15_9_F_10_2009_04_17.pdf,04:45,06:0,292,driling - casi ng,ok,"RIH with 20"" 13# N80 Tenaris ER casing from 214 m to 292 m MD. Filed casing with KCl mud every 5th joint.",,,,,
15_9_F_10_2009_04_17.pdf,06:0,07:0,314,driling - casi ng,ok,"RIH with 20"" 13# N80 Tenaris ER casing from 292 m to 314 m MD. Filed casing with 1,40 sg KCl mud every 5th joint.",,,,,
15_9_F_10_2009_04_17.pdf,07:0,07:15,314,driling - casi ng,ok,Held handover meting.,,,,,
15_9_F_10_2009_04_17.pdf,07:15,10:45,48,driling - casi ng,ok,"RIH with 20"" 13# N80 Tenaris ER casing from 314 m to 48 m MD. Filed casing with 1,40 sg KCl mud every 5th joint.",,,,,
15_9_F_10_2009_04_17.pdf,10:45,12:30,460,driling - casi ng,ok,"Tok 20 MT weight at 48 m MD. Atempted to pas restriction 4 times - negative. Broke circulation and worked string down to 460 m MD pumping 1,4 sg mud at 60 lpm / SP 17 bar. Circulated botoms up pumping seawater at 150 lpm / SP 24 bar. Observed cutings returns to seabed.",,,,,
15_9_F_10_2009_04_17.pdf,12:30,13:30,497,driling - casi ng,ok,"RIH with 20"" 13# N80 Tenaris ER casing from 460 m to 497 m MD. Observed lose link-tilt clamp on bails.",,,,,
15_9_F_10_2009_04_17.pdf,13:30,14:45,497,interuption - other,ok,Prepared permit for manriding. Isolated drilflor equipment. Re-tightned link tilt clamp. De-isolated equipment.,,,,,
15_9_F_10_2009_04_17.pdf,14:45,0:0,106,driling - casi ng,ok,"RIH with 20"" 13# N80 Tenaris ER casing from 314 m to 48 m MD. Filed casing with 1,40 sg KCl mud every 5th joint. Tight spot at 640 m to 652 m MD, ~15 MT drag but no circul ation neded.",,,,,
15_9_F_10_2009_04_18.pdf,0:0,03:15,1238,driling - casing,ok,"RIH with 20"" 13# N80 Tenaris ER casing from 106 m to 1238 m MD. Filed casing with 1,40 sg KCl mud every 5th joint. Counted joints left on deck - 18 - ok.",,,,,
15_9_F_10_2009_04_18.pdf,03:15,06:0,1238,driling - casing,ok,Broke out Lafleur packer. Riged down 310 MT BX elevator. Riged down long bails. Instaled driling bails and DP elevator. Removed equipment from drilflor.,,,,,
15_9_F_10_2009_04_18.pdf,06:0,07:0,1238,driling - casing,ok,"Picked up 18 3/4"" welhead. Removed protective cap. Washed and checked threads. Made up 18 3/4"" WH to 20"" casing.",,,,,
15_9_F_10_2009_04_18.pdf,07:0,07:30,1238,driling - casing,ok,Removed PS-30 slips from rotary and instaled outer ring.,,,,,
15_9_F_10_2009_04_18.pdf,07:30,08:30,1238,interuptio n - fish,ok,"Atempted to RIH with 20"" casing / 18 3/4"" WH - negative. Worked to fre pipe with alternating up/down weights, 50 MT set down / 60 MT overpul - negative - 20"" casing diferential stuck. String movement < 50 cm. Set down 50 MT weight. Instaled split bowl and set casing in slips. Discused situation, decided to atempt making up TDS and displace wel from 1,40 sg KCl mud to seawater.",,,,,
15_9_F_10_2009_04_18.pdf,08:30,08:45,1238,interuptio n - fish,ok,Screwed in TDS to pup joint on CART while observing movement on CART. Managaed to get torque wrench in position without jeapordizing CART make up. Made up TDS.,,,,,
15_9_F_10_2009_04_18.pdf,08:45,1:15,1238,interuptio n - fish,ok,"Staged up pumps to 60 lpm, verified returns to seabed. Staged up pumps to 200 lpm / SP ~30 bar.",,,,,
15_9_F_10_2009_04_18.pdf,1:15,12:15,1238,interuptio n - fish,ok,Atempted to fre string while circulating at 200 lpm. Set down / overpul 60/60 MT. Increased set down weight to 80 MT and observed string coming fre. Tok up/down weights 270/2 0 MT. Cumulative volume of seawater pumped ~30 m3.,,,,,
15_9_F_10_2009_04_18.pdf,12:15,14:0,1238,driling - casing,ok,Reduced flowrate to 50 lpm and reciprocated string while riging down and removing casing tong. RIH to 1249 m MD and hung of welhead in manual slips.,,,,,
15_9_F_10_2009_04_18.pdf,14:0,14:30,1249,driling - casing,ok,Filed gap betwen wiper plugs through port on CART. Verified fre rotation of CART tol.,,,,,
15_9_F_10_2009_04_18.pdf,14:30,15:15,1249,driling - casing,ok,"Made up TDS to stand of 5 1/2"" HWDP and CART. Worked the string while investigating activity on seabed.",,,,,
15_9_F_10_2009_04_18.pdf,15:15,15:30,1251,driling - casing,ok,"Removed split bushing from RT. Ran 18 3/4"" WH CART past rotary. Instaled master bushings.",,,,,
15_9_F_10_2009_04_18.pdf,15:30,17:45,1383,driling - casing,ok,"RIH with 20"" casing / 18 3/4"" welhead on 5 1/2"" HWDP from 1251 m to 1383 m MD. Washed down with 100 lpm / SP 14 bar.",,,,,
15_9_F_10_2009_04_18.pdf,17:45,18:30,1389,driling - casing,ok,Worked through tight area from 1383 m to 1389 m MD ~25 MT drag. Washed down with 200 lpm / SP 24 bar.,,,,,
15_9_F_10_2009_04_18.pdf,18:30,19:15,1389,driling - casing,ok,"Picked up cement head and continued working tight spot down to 1289 m MD. Landed and locked 18 3/4"" welhead in 30"" conductor housing at 139,72 m MD by seting down string weight (WH Datum @ 138.94 m RT). Performed 50 MT overpul test on welhead - ok.",,,,,
15_9_F_10_2009_04_18.pdf,19:15,19:45,1389,driling - casing,ok,"Held prejob meting for cementing 20"" casing. Hoked up cement hose to cement head.",,,,,
15_9_F_10_2009_04_18.pdf,19:45,20:15,1389,driling - casing,ok,Verified line up. Tested cement line to 20 bar - ok.,,,,,
15_9_F_10_2009_04_18.pdf,20:15,0:0,1389,driling - casing,ok,"Droped 1 3/4"" bal for botom wiper plug. Sheared botom wiper plug with 50 bar. Mixed and pumped 90 m3 1,56 sg SA cement (lead 1) cement at 10 lpm / CUP 23 bar. Mixed and pu mped 120 m3 1,56 sg cement (lead 2) at 10 lpm / CUP 21 bar.",,,,,
15_9_F_10_2009_04_19.pdf,0:0,02:30,1389,driling - casin g,ok,"Mixed and pump 13 m3 1,56 sg cement (lead 2) at 10 lpm / CUP 21 bar. Mixed and pumped 25 m3 1,92 sg tail slury at 80 lpm / CUP 20 bar.",,,,,
15_9_F_10_2009_04_19.pdf,02:30,02:45,1389,driling - casin g,ok,Displaced cement to drilflor with 890 liters. Droped dart. Displaced 300 liter pumping with cement unit. Observed shear of lower wiper plug with 180 bar.,,,,,
15_9_F_10_2009_04_19.pdf,02:45,04:15,1389,driling - casin g,ok,"Lined up to pump with mud pumps. Steped up pumps to 300 lpm. Presure rose from 4 bar to 89 bar during displacement. Displaced cement with 961 strokes (17 strokes les th an theoretical). Bumped plug with 170 bar, i.e. 80 bar more than FCP at 300 lpm. No firm confirmation of cement returns to seabed during displacement, but steady fluid return was o bserved during the operation.",,,,,
15_9_F_10_2009_04_19.pdf,04:15,04:45,1389,driling - casin g,ok,"Lined up to cement unit. Bled back to cement unit, in total 2,3 m3 before backflow stoped. Isued instruction to shut in adjacent wels at 04:40.",,,,,
15_9_F_10_2009_04_19.pdf,04:45,06:0,1389,driling - casin g,ok,While depresurising wels. Riged down cement hose and flushed same. Brought 2 x tension cylinders from monpol to Centralizer deck. Brought ROV to surface for colecting WH cap.,,,,,
15_9_F_10_2009_04_19.pdf,06:0,06:30,1389,driling - casin g,ok,Mounted tension cylinders on Centralizer deck. ROV brought WH cap to seabed. Verified adjacent wels shut in at 06:30.,,,,,
15_9_F_10_2009_04_19.pdf,06:30,07:0,140,driling - casin g,ok,Released CART with 5 clockwise turns.,,,,,
15_9_F_10_2009_04_19.pdf,07:0,07:15,140,driling - casin g,ok,Held tolbox talk for laying out cement head.,,,,,
15_9_F_10_2009_04_19.pdf,07:15,07:45,137,driling - casin g,ok,Broke and laid down cement head. Hoked down hydraulics. laid out cement head on HTS.,,,,,
15_9_F_10_2009_04_19.pdf,07:45,08:45,0,driling - casin g,ok,"Inserted sponge bals in string. Pumped sponge bals at 50 lpm / SP 1 bar. POH with CART on 5 1/2"" HWDP from 137 m MD to surface. Broke and laid out CART.",,,,,
15_9_F_10_2009_04_19.pdf,08:45,09:0,0,driling - bop/ welhead equip ment,ok,Held tolbox talk for instaling tension cylinders.,,,,,
